,From,To,From_Table,To_Table,Weight,Distance,Edge_Name
5235,1586,3673,Supplier,Facilities,100,0.0,Related_To
5236,1586,3674,Supplier,Facilities,100,0.0,Related_To
5237,1586,3675,Supplier,Facilities,100,0.0,Related_To
5238,1586,3676,Supplier,Facilities,100,0.0,Related_To
5239,1586,3677,Supplier,Facilities,100,0.0,Related_To
5240,1586,3678,Supplier,Facilities,100,0.0,Related_To
5241,1586,3679,Supplier,Facilities,100,0.0,Related_To
5242,1586,3680,Supplier,Facilities,100,0.0,Related_To
5243,1586,3681,Supplier,Facilities,100,0.0,Related_To
5244,1336,3682,Supplier,Facilities,100,0.0,Related_To
5245,1336,3683,Supplier,Facilities,100,0.0,Related_To
5246,1336,3684,Supplier,Facilities,100,0.0,Related_To
5247,1336,3685,Supplier,Facilities,100,0.0,Related_To
5248,1336,3686,Supplier,Facilities,100,0.0,Related_To
5249,1336,3687,Supplier,Facilities,100,0.0,Related_To
5250,1336,3688,Supplier,Facilities,100,0.0,Related_To
5251,1336,3689,Supplier,Facilities,100,0.0,Related_To
5252,1336,3690,Supplier,Facilities,100,0.0,Related_To
5253,1336,3691,Supplier,Facilities,100,0.0,Related_To
5254,1497,3692,Supplier,Facilities,100,0.0,Related_To
5255,1497,3693,Supplier,Facilities,100,0.0,Related_To
5256,1497,3694,Supplier,Facilities,100,0.0,Related_To
5257,1497,3695,Supplier,Facilities,100,0.0,Related_To
5258,1497,3696,Supplier,Facilities,100,0.0,Related_To
5259,1497,3697,Supplier,Facilities,100,0.0,Related_To
5260,1497,3698,Supplier,Facilities,100,0.0,Related_To
5261,1497,3699,Supplier,Facilities,100,0.0,Related_To
5262,1497,3700,Supplier,Facilities,100,0.0,Related_To
5263,1497,3701,Supplier,Facilities,100,0.0,Related_To
5264,1431,3702,Supplier,Facilities,100,0.0,Related_To
5265,1431,3703,Supplier,Facilities,100,0.0,Related_To
5266,1431,3704,Supplier,Facilities,100,0.0,Related_To
5267,1431,3705,Supplier,Facilities,100,0.0,Related_To
5268,1431,3706,Supplier,Facilities,100,0.0,Related_To
5269,1431,3707,Supplier,Facilities,100,0.0,Related_To
5270,1431,3708,Supplier,Facilities,100,0.0,Related_To
5271,1431,3709,Supplier,Facilities,100,0.0,Related_To
5272,1431,3710,Supplier,Facilities,100,0.0,Related_To
5273,1431,3711,Supplier,Facilities,100,0.0,Related_To
5274,1386,3712,Supplier,Facilities,100,0.0,Related_To
5275,1386,3713,Supplier,Facilities,100,0.0,Related_To
5276,1386,3714,Supplier,Facilities,100,0.0,Related_To
5277,1386,3715,Supplier,Facilities,100,0.0,Related_To
5278,1386,3716,Supplier,Facilities,100,0.0,Related_To
5279,1386,3717,Supplier,Facilities,100,0.0,Related_To
5280,1386,3718,Supplier,Facilities,100,0.0,Related_To
5281,1386,3719,Supplier,Facilities,100,0.0,Related_To
5282,1386,3720,Supplier,Facilities,100,0.0,Related_To
5283,1386,3721,Supplier,Facilities,100,0.0,Related_To
5284,1486,3722,Supplier,Facilities,100,0.0,Related_To
5285,1486,3723,Supplier,Facilities,100,0.0,Related_To
5286,1486,3724,Supplier,Facilities,100,0.0,Related_To
5287,1486,3725,Supplier,Facilities,100,0.0,Related_To
5288,1486,3726,Supplier,Facilities,100,0.0,Related_To
5289,1486,3727,Supplier,Facilities,100,0.0,Related_To
5290,1486,3728,Supplier,Facilities,100,0.0,Related_To
5291,1486,3729,Supplier,Facilities,100,0.0,Related_To
5292,1486,3730,Supplier,Facilities,100,0.0,Related_To
5293,1486,3731,Supplier,Facilities,100,0.0,Related_To
5294,1338,3732,Supplier,Facilities,100,0.0,Related_To
5295,1338,3733,Supplier,Facilities,100,0.0,Related_To
5296,1338,3734,Supplier,Facilities,100,0.0,Related_To
5297,1338,3735,Supplier,Facilities,100,0.0,Related_To
5298,1338,3736,Supplier,Facilities,100,0.0,Related_To
5299,1338,3737,Supplier,Facilities,100,0.0,Related_To
5300,1338,3738,Supplier,Facilities,100,0.0,Related_To
5301,1338,3739,Supplier,Facilities,100,0.0,Related_To
5302,1338,3740,Supplier,Facilities,100,0.0,Related_To
5303,1338,3741,Supplier,Facilities,100,0.0,Related_To
5304,1483,3742,Supplier,Facilities,100,0.0,Related_To
5305,1483,3743,Supplier,Facilities,100,0.0,Related_To
5306,1483,3744,Supplier,Facilities,100,0.0,Related_To
5307,1483,3745,Supplier,Facilities,100,0.0,Related_To
5308,1483,3746,Supplier,Facilities,100,0.0,Related_To
5309,1483,3747,Supplier,Facilities,100,0.0,Related_To
5310,1483,3748,Supplier,Facilities,100,0.0,Related_To
5311,1483,3749,Supplier,Facilities,100,0.0,Related_To
5312,1483,3750,Supplier,Facilities,100,0.0,Related_To
5313,1483,3751,Supplier,Facilities,100,0.0,Related_To
5314,1548,3752,Supplier,Facilities,100,0.0,Related_To
5315,1548,3753,Supplier,Facilities,100,0.0,Related_To
5316,1548,3754,Supplier,Facilities,100,0.0,Related_To
5317,1548,3755,Supplier,Facilities,100,0.0,Related_To
5318,1548,3756,Supplier,Facilities,100,0.0,Related_To
5319,1548,3757,Supplier,Facilities,100,0.0,Related_To
5320,1548,3758,Supplier,Facilities,100,0.0,Related_To
5321,1548,3759,Supplier,Facilities,100,0.0,Related_To
5322,1548,3760,Supplier,Facilities,100,0.0,Related_To
5323,1548,3761,Supplier,Facilities,100,0.0,Related_To
5324,1592,3762,Supplier,Facilities,100,0.0,Related_To
5325,1592,3763,Supplier,Facilities,100,0.0,Related_To
5326,1592,3764,Supplier,Facilities,100,0.0,Related_To
5327,1592,3765,Supplier,Facilities,100,0.0,Related_To
5328,1592,3766,Supplier,Facilities,100,0.0,Related_To
5329,1592,3767,Supplier,Facilities,100,0.0,Related_To
5330,1592,3768,Supplier,Facilities,100,0.0,Related_To
5331,1592,3769,Supplier,Facilities,100,0.0,Related_To
5332,1592,3770,Supplier,Facilities,100,0.0,Related_To
5333,1592,3771,Supplier,Facilities,100,0.0,Related_To
5334,1428,3772,Supplier,Facilities,100,0.0,Related_To
5335,1428,3773,Supplier,Facilities,100,0.0,Related_To
5336,1428,3774,Supplier,Facilities,100,0.0,Related_To
5337,1428,3775,Supplier,Facilities,100,0.0,Related_To
5338,1428,3776,Supplier,Facilities,100,0.0,Related_To
5339,1428,3777,Supplier,Facilities,100,0.0,Related_To
5340,1428,3778,Supplier,Facilities,100,0.0,Related_To
5341,1428,3779,Supplier,Facilities,100,0.0,Related_To
5342,1428,3780,Supplier,Facilities,100,0.0,Related_To
5343,1428,3781,Supplier,Facilities,100,0.0,Related_To
5344,1324,3782,Supplier,Facilities,100,0.0,Related_To
5345,1324,3783,Supplier,Facilities,100,0.0,Related_To
5346,1324,3784,Supplier,Facilities,100,0.0,Related_To
5347,1324,3785,Supplier,Facilities,100,0.0,Related_To
5348,1324,3786,Supplier,Facilities,100,0.0,Related_To
5349,1324,3787,Supplier,Facilities,100,0.0,Related_To
5350,1324,3788,Supplier,Facilities,100,0.0,Related_To
5351,1324,3789,Supplier,Facilities,100,0.0,Related_To
5352,1324,3790,Supplier,Facilities,100,0.0,Related_To
5353,1324,3791,Supplier,Facilities,100,0.0,Related_To
5354,1544,3792,Supplier,Facilities,100,0.0,Related_To
5355,1544,3793,Supplier,Facilities,100,0.0,Related_To
5356,1544,3794,Supplier,Facilities,100,0.0,Related_To
5357,1544,3795,Supplier,Facilities,100,0.0,Related_To
5358,1544,3796,Supplier,Facilities,100,0.0,Related_To
5359,1544,3797,Supplier,Facilities,100,0.0,Related_To
5360,1544,3798,Supplier,Facilities,100,0.0,Related_To
5361,1544,3799,Supplier,Facilities,100,0.0,Related_To
5362,1544,3800,Supplier,Facilities,100,0.0,Related_To
5363,1544,3801,Supplier,Facilities,100,0.0,Related_To
5364,1541,3802,Supplier,Facilities,100,0.0,Related_To
5365,1541,3803,Supplier,Facilities,100,0.0,Related_To
5366,1541,3804,Supplier,Facilities,100,0.0,Related_To
5367,1541,3805,Supplier,Facilities,100,0.0,Related_To
5368,1541,3806,Supplier,Facilities,100,0.0,Related_To
5369,1541,3807,Supplier,Facilities,100,0.0,Related_To
5370,1541,3808,Supplier,Facilities,100,0.0,Related_To
5371,1541,3809,Supplier,Facilities,100,0.0,Related_To
5372,1541,3810,Supplier,Facilities,100,0.0,Related_To
5373,1541,3811,Supplier,Facilities,100,0.0,Related_To
5374,1535,3812,Supplier,Facilities,100,0.0,Related_To
5375,1535,3813,Supplier,Facilities,100,0.0,Related_To
5376,1535,3814,Supplier,Facilities,100,0.0,Related_To
5377,1535,3815,Supplier,Facilities,100,0.0,Related_To
5378,1535,3816,Supplier,Facilities,100,0.0,Related_To
5379,1535,3817,Supplier,Facilities,100,0.0,Related_To
5380,1535,3818,Supplier,Facilities,100,0.0,Related_To
5381,1535,3819,Supplier,Facilities,100,0.0,Related_To
5382,1535,3820,Supplier,Facilities,100,0.0,Related_To
5383,1535,3821,Supplier,Facilities,100,0.0,Related_To
5384,1309,3822,Supplier,Facilities,100,0.0,Related_To
5385,1309,3823,Supplier,Facilities,100,0.0,Related_To
5386,1309,3824,Supplier,Facilities,100,0.0,Related_To
5387,1309,3825,Supplier,Facilities,100,0.0,Related_To
5388,1309,3826,Supplier,Facilities,100,0.0,Related_To
5389,1309,3827,Supplier,Facilities,100,0.0,Related_To
5390,1309,3828,Supplier,Facilities,100,0.0,Related_To
5391,1309,3829,Supplier,Facilities,100,0.0,Related_To
5392,1309,3830,Supplier,Facilities,100,0.0,Related_To
5393,1309,3831,Supplier,Facilities,100,0.0,Related_To
5394,1318,3832,Supplier,Facilities,100,0.0,Related_To
5395,1318,3833,Supplier,Facilities,100,0.0,Related_To
5396,1318,3834,Supplier,Facilities,100,0.0,Related_To
5397,1318,3835,Supplier,Facilities,100,0.0,Related_To
5398,1318,3836,Supplier,Facilities,100,0.0,Related_To
5399,1318,3837,Supplier,Facilities,100,0.0,Related_To
5400,1318,3838,Supplier,Facilities,100,0.0,Related_To
5401,1318,3839,Supplier,Facilities,100,0.0,Related_To
5402,1318,3840,Supplier,Facilities,100,0.0,Related_To
5403,1318,3841,Supplier,Facilities,100,0.0,Related_To
5404,1410,3842,Supplier,Facilities,100,0.0,Related_To
5405,1410,3843,Supplier,Facilities,100,0.0,Related_To
5406,1410,3844,Supplier,Facilities,100,0.0,Related_To
5407,1410,3845,Supplier,Facilities,100,0.0,Related_To
5408,1410,3846,Supplier,Facilities,100,0.0,Related_To
5409,1410,3847,Supplier,Facilities,100,0.0,Related_To
5410,1410,3848,Supplier,Facilities,100,0.0,Related_To
5411,1410,3849,Supplier,Facilities,100,0.0,Related_To
5412,1410,3850,Supplier,Facilities,100,0.0,Related_To
5413,1410,3851,Supplier,Facilities,100,0.0,Related_To
5414,1504,3852,Supplier,Facilities,100,0.0,Related_To
5415,1504,3853,Supplier,Facilities,100,0.0,Related_To
5416,1504,3854,Supplier,Facilities,100,0.0,Related_To
5417,1504,3855,Supplier,Facilities,100,0.0,Related_To
5418,1504,3856,Supplier,Facilities,100,0.0,Related_To
5419,1504,3857,Supplier,Facilities,100,0.0,Related_To
5420,1504,3858,Supplier,Facilities,100,0.0,Related_To
5421,1504,3859,Supplier,Facilities,100,0.0,Related_To
5422,1504,3860,Supplier,Facilities,100,0.0,Related_To
5423,1504,3861,Supplier,Facilities,100,0.0,Related_To
5424,1581,3862,Supplier,Facilities,100,0.0,Related_To
5425,1581,3863,Supplier,Facilities,100,0.0,Related_To
5426,1581,3864,Supplier,Facilities,100,0.0,Related_To
5427,1581,3865,Supplier,Facilities,100,0.0,Related_To
5428,1581,3866,Supplier,Facilities,100,0.0,Related_To
5429,1581,3867,Supplier,Facilities,100,0.0,Related_To
5430,1581,3868,Supplier,Facilities,100,0.0,Related_To
5431,1581,3869,Supplier,Facilities,100,0.0,Related_To
5432,1581,3870,Supplier,Facilities,100,0.0,Related_To
5433,1581,3871,Supplier,Facilities,100,0.0,Related_To
5434,1316,3872,Supplier,Facilities,100,0.0,Related_To
5435,1316,3873,Supplier,Facilities,100,0.0,Related_To
5436,1316,3874,Supplier,Facilities,100,0.0,Related_To
5437,1316,3875,Supplier,Facilities,100,0.0,Related_To
5438,1316,3876,Supplier,Facilities,100,0.0,Related_To
5439,1316,3877,Supplier,Facilities,100,0.0,Related_To
5440,1316,3878,Supplier,Facilities,100,0.0,Related_To
5441,1316,3879,Supplier,Facilities,100,0.0,Related_To
5442,1316,3880,Supplier,Facilities,100,0.0,Related_To
5443,1316,3881,Supplier,Facilities,100,0.0,Related_To
5444,1408,3882,Supplier,Facilities,100,0.0,Related_To
5445,1408,3883,Supplier,Facilities,100,0.0,Related_To
5446,1408,3884,Supplier,Facilities,100,0.0,Related_To
5447,1408,3885,Supplier,Facilities,100,0.0,Related_To
5448,1408,3886,Supplier,Facilities,100,0.0,Related_To
5449,1408,3887,Supplier,Facilities,100,0.0,Related_To
5450,1408,3888,Supplier,Facilities,100,0.0,Related_To
5451,1408,3889,Supplier,Facilities,100,0.0,Related_To
5452,1408,3890,Supplier,Facilities,100,0.0,Related_To
5453,1408,3891,Supplier,Facilities,100,0.0,Related_To
5454,1457,3892,Supplier,Facilities,100,0.0,Related_To
5455,1457,3893,Supplier,Facilities,100,0.0,Related_To
5456,1457,3894,Supplier,Facilities,100,0.0,Related_To
5457,1457,3895,Supplier,Facilities,100,0.0,Related_To
5458,1457,3896,Supplier,Facilities,100,0.0,Related_To
5459,1457,3897,Supplier,Facilities,100,0.0,Related_To
5460,1457,3898,Supplier,Facilities,100,0.0,Related_To
5461,1457,3899,Supplier,Facilities,100,0.0,Related_To
5462,1457,3900,Supplier,Facilities,100,0.0,Related_To
5463,1457,3901,Supplier,Facilities,100,0.0,Related_To
5464,1590,3902,Supplier,Facilities,100,0.0,Related_To
5465,1590,3903,Supplier,Facilities,100,0.0,Related_To
5466,1590,3904,Supplier,Facilities,100,0.0,Related_To
5467,1590,3905,Supplier,Facilities,100,0.0,Related_To
5468,1590,3906,Supplier,Facilities,100,0.0,Related_To
5469,1590,3907,Supplier,Facilities,100,0.0,Related_To
5470,1590,3908,Supplier,Facilities,100,0.0,Related_To
5471,1590,3909,Supplier,Facilities,100,0.0,Related_To
5472,1590,3910,Supplier,Facilities,100,0.0,Related_To
5473,1590,3911,Supplier,Facilities,100,0.0,Related_To
5474,1584,3912,Supplier,Facilities,100,0.0,Related_To
5475,1584,3913,Supplier,Facilities,100,0.0,Related_To
5476,1584,3914,Supplier,Facilities,100,0.0,Related_To
5477,1584,3915,Supplier,Facilities,100,0.0,Related_To
5478,1584,3916,Supplier,Facilities,100,0.0,Related_To
5479,1584,3917,Supplier,Facilities,100,0.0,Related_To
5480,1584,3918,Supplier,Facilities,100,0.0,Related_To
5481,1584,3919,Supplier,Facilities,100,0.0,Related_To
5482,1584,3920,Supplier,Facilities,100,0.0,Related_To
5483,1584,3921,Supplier,Facilities,100,0.0,Related_To
5484,1560,3922,Supplier,Facilities,100,0.0,Related_To
5485,1560,3923,Supplier,Facilities,100,0.0,Related_To
5486,1560,3924,Supplier,Facilities,100,0.0,Related_To
5487,1560,3925,Supplier,Facilities,100,0.0,Related_To
5488,1560,3926,Supplier,Facilities,100,0.0,Related_To
5489,1560,3927,Supplier,Facilities,100,0.0,Related_To
5490,1560,3928,Supplier,Facilities,100,0.0,Related_To
5491,1560,3929,Supplier,Facilities,100,0.0,Related_To
5492,1560,3930,Supplier,Facilities,100,0.0,Related_To
5493,1560,3931,Supplier,Facilities,100,0.0,Related_To
5494,1358,3932,Supplier,Facilities,100,0.0,Related_To
5495,1358,3933,Supplier,Facilities,100,0.0,Related_To
5496,1358,3934,Supplier,Facilities,100,0.0,Related_To
5497,1358,3935,Supplier,Facilities,100,0.0,Related_To
5498,1358,3936,Supplier,Facilities,100,0.0,Related_To
5499,1358,3937,Supplier,Facilities,100,0.0,Related_To
5500,1358,3938,Supplier,Facilities,100,0.0,Related_To
5501,1358,3939,Supplier,Facilities,100,0.0,Related_To
5502,1358,3940,Supplier,Facilities,100,0.0,Related_To
5503,1358,3941,Supplier,Facilities,100,0.0,Related_To
5504,1526,3942,Supplier,Facilities,100,0.0,Related_To
5505,1526,3943,Supplier,Facilities,100,0.0,Related_To
5506,1526,3944,Supplier,Facilities,100,0.0,Related_To
5507,1526,3945,Supplier,Facilities,100,0.0,Related_To
5508,1526,3946,Supplier,Facilities,100,0.0,Related_To
5509,1526,3947,Supplier,Facilities,100,0.0,Related_To
5510,1526,3948,Supplier,Facilities,100,0.0,Related_To
5511,1526,3949,Supplier,Facilities,100,0.0,Related_To
5512,1526,3950,Supplier,Facilities,100,0.0,Related_To
5513,1526,3951,Supplier,Facilities,100,0.0,Related_To
5514,1481,3952,Supplier,Facilities,100,0.0,Related_To
5515,1481,3953,Supplier,Facilities,100,0.0,Related_To
5516,1481,3954,Supplier,Facilities,100,0.0,Related_To
5517,1481,3955,Supplier,Facilities,100,0.0,Related_To
5518,1481,3956,Supplier,Facilities,100,0.0,Related_To
5519,1481,3957,Supplier,Facilities,100,0.0,Related_To
5520,1481,3958,Supplier,Facilities,100,0.0,Related_To
5521,1481,3959,Supplier,Facilities,100,0.0,Related_To
5522,1481,3960,Supplier,Facilities,100,0.0,Related_To
5523,1481,3961,Supplier,Facilities,100,0.0,Related_To
5524,1439,3962,Supplier,Facilities,100,0.0,Related_To
5525,1439,3963,Supplier,Facilities,100,0.0,Related_To
5526,1439,3964,Supplier,Facilities,100,0.0,Related_To
5527,1439,3965,Supplier,Facilities,100,0.0,Related_To
5528,1439,3966,Supplier,Facilities,100,0.0,Related_To
5529,1439,3967,Supplier,Facilities,100,0.0,Related_To
5530,1439,3968,Supplier,Facilities,100,0.0,Related_To
5531,1439,3969,Supplier,Facilities,100,0.0,Related_To
5532,1439,3970,Supplier,Facilities,100,0.0,Related_To
5533,1439,3971,Supplier,Facilities,100,0.0,Related_To
5534,1496,3972,Supplier,Facilities,100,0.0,Related_To
5535,1496,3973,Supplier,Facilities,100,0.0,Related_To
5536,1496,3974,Supplier,Facilities,100,0.0,Related_To
5537,1496,3975,Supplier,Facilities,100,0.0,Related_To
5538,1496,3976,Supplier,Facilities,100,0.0,Related_To
5539,1496,3977,Supplier,Facilities,100,0.0,Related_To
5540,1496,3978,Supplier,Facilities,100,0.0,Related_To
5541,1496,3979,Supplier,Facilities,100,0.0,Related_To
5542,1496,3980,Supplier,Facilities,100,0.0,Related_To
5543,1496,3981,Supplier,Facilities,100,0.0,Related_To
5544,1402,3982,Supplier,Facilities,100,0.0,Related_To
5545,1402,3983,Supplier,Facilities,100,0.0,Related_To
5546,1402,3984,Supplier,Facilities,100,0.0,Related_To
5547,1402,3985,Supplier,Facilities,100,0.0,Related_To
5548,1402,3986,Supplier,Facilities,100,0.0,Related_To
5549,1402,3987,Supplier,Facilities,100,0.0,Related_To
5550,1402,3988,Supplier,Facilities,100,0.0,Related_To
5551,1402,3989,Supplier,Facilities,100,0.0,Related_To
5552,1402,3990,Supplier,Facilities,100,0.0,Related_To
5553,1402,3991,Supplier,Facilities,100,0.0,Related_To
5554,1551,3992,Supplier,Facilities,100,0.0,Related_To
5555,1551,3993,Supplier,Facilities,100,0.0,Related_To
5556,1551,3994,Supplier,Facilities,100,0.0,Related_To
5557,1551,3995,Supplier,Facilities,100,0.0,Related_To
5558,1551,3996,Supplier,Facilities,100,0.0,Related_To
5559,1551,3997,Supplier,Facilities,100,0.0,Related_To
5560,1551,3998,Supplier,Facilities,100,0.0,Related_To
5561,1551,3999,Supplier,Facilities,100,0.0,Related_To
5562,1551,4000,Supplier,Facilities,100,0.0,Related_To
5563,1551,4001,Supplier,Facilities,100,0.0,Related_To
5564,1511,4002,Supplier,Facilities,100,0.0,Related_To
5565,1511,4003,Supplier,Facilities,100,0.0,Related_To
5566,1511,4004,Supplier,Facilities,100,0.0,Related_To
5567,1511,4005,Supplier,Facilities,100,0.0,Related_To
5568,1511,4006,Supplier,Facilities,100,0.0,Related_To
5569,1511,4007,Supplier,Facilities,100,0.0,Related_To
5570,1511,4008,Supplier,Facilities,100,0.0,Related_To
5571,1511,4009,Supplier,Facilities,100,0.0,Related_To
5572,1511,4010,Supplier,Facilities,100,0.0,Related_To
5573,1511,4011,Supplier,Facilities,100,0.0,Related_To
5574,1421,4012,Supplier,Facilities,100,0.0,Related_To
5575,1421,4013,Supplier,Facilities,100,0.0,Related_To
5576,1421,4014,Supplier,Facilities,100,0.0,Related_To
5577,1421,4015,Supplier,Facilities,100,0.0,Related_To
5578,1421,4016,Supplier,Facilities,100,0.0,Related_To
5579,1421,4017,Supplier,Facilities,100,0.0,Related_To
5580,1421,4018,Supplier,Facilities,100,0.0,Related_To
5581,1421,4019,Supplier,Facilities,100,0.0,Related_To
5582,1421,4020,Supplier,Facilities,100,0.0,Related_To
5583,1421,4021,Supplier,Facilities,100,0.0,Related_To
5584,1478,4022,Supplier,Facilities,100,0.0,Related_To
5585,1478,4023,Supplier,Facilities,100,0.0,Related_To
5586,1478,4024,Supplier,Facilities,100,0.0,Related_To
5587,1478,4025,Supplier,Facilities,100,0.0,Related_To
5588,1478,4026,Supplier,Facilities,100,0.0,Related_To
5589,1478,4027,Supplier,Facilities,100,0.0,Related_To
5590,1478,4028,Supplier,Facilities,100,0.0,Related_To
5591,1478,4029,Supplier,Facilities,100,0.0,Related_To
5592,1478,4030,Supplier,Facilities,100,0.0,Related_To
5593,1478,4031,Supplier,Facilities,100,0.0,Related_To
5594,1499,4032,Supplier,Facilities,100,0.0,Related_To
5595,1499,4033,Supplier,Facilities,100,0.0,Related_To
5596,1499,4034,Supplier,Facilities,100,0.0,Related_To
5597,1499,4035,Supplier,Facilities,100,0.0,Related_To
5598,1499,4036,Supplier,Facilities,100,0.0,Related_To
5599,1499,4037,Supplier,Facilities,100,0.0,Related_To
5600,1499,4038,Supplier,Facilities,100,0.0,Related_To
5601,1499,4039,Supplier,Facilities,100,0.0,Related_To
5602,1499,4040,Supplier,Facilities,100,0.0,Related_To
5603,1499,4041,Supplier,Facilities,100,0.0,Related_To
5604,1463,4042,Supplier,Facilities,100,0.0,Related_To
5605,1463,4043,Supplier,Facilities,100,0.0,Related_To
5606,1463,4044,Supplier,Facilities,100,0.0,Related_To
5607,1463,4045,Supplier,Facilities,100,0.0,Related_To
5608,1463,4046,Supplier,Facilities,100,0.0,Related_To
5609,1463,4047,Supplier,Facilities,100,0.0,Related_To
5610,1463,4048,Supplier,Facilities,100,0.0,Related_To
5611,1463,4049,Supplier,Facilities,100,0.0,Related_To
5612,1463,4050,Supplier,Facilities,100,0.0,Related_To
5613,1463,4051,Supplier,Facilities,100,0.0,Related_To
5614,1502,4052,Supplier,Facilities,100,0.0,Related_To
5615,1502,4053,Supplier,Facilities,100,0.0,Related_To
5616,1502,4054,Supplier,Facilities,100,0.0,Related_To
5617,1502,4055,Supplier,Facilities,100,0.0,Related_To
5618,1502,4056,Supplier,Facilities,100,0.0,Related_To
5619,1502,4057,Supplier,Facilities,100,0.0,Related_To
5620,1502,4058,Supplier,Facilities,100,0.0,Related_To
5621,1502,4059,Supplier,Facilities,100,0.0,Related_To
5622,1502,4060,Supplier,Facilities,100,0.0,Related_To
5623,1502,4061,Supplier,Facilities,100,0.0,Related_To
5624,1407,4062,Supplier,Facilities,100,0.0,Related_To
5625,1407,4063,Supplier,Facilities,100,0.0,Related_To
5626,1407,4064,Supplier,Facilities,100,0.0,Related_To
5627,1407,4065,Supplier,Facilities,100,0.0,Related_To
5628,1407,4066,Supplier,Facilities,100,0.0,Related_To
5629,1407,4067,Supplier,Facilities,100,0.0,Related_To
5630,1407,4068,Supplier,Facilities,100,0.0,Related_To
5631,1407,4069,Supplier,Facilities,100,0.0,Related_To
5632,1407,4070,Supplier,Facilities,100,0.0,Related_To
5633,1407,4071,Supplier,Facilities,100,0.0,Related_To
5634,1436,4072,Supplier,Facilities,100,0.0,Related_To
5635,1436,4073,Supplier,Facilities,100,0.0,Related_To
5636,1436,4074,Supplier,Facilities,100,0.0,Related_To
5637,1436,4075,Supplier,Facilities,100,0.0,Related_To
5638,1436,4076,Supplier,Facilities,100,0.0,Related_To
5639,1436,4077,Supplier,Facilities,100,0.0,Related_To
5640,1436,4078,Supplier,Facilities,100,0.0,Related_To
5641,1436,4079,Supplier,Facilities,100,0.0,Related_To
5642,1436,4080,Supplier,Facilities,100,0.0,Related_To
5643,1436,4081,Supplier,Facilities,100,0.0,Related_To
5644,1585,4082,Supplier,Facilities,100,0.0,Related_To
5645,1585,4083,Supplier,Facilities,100,0.0,Related_To
5646,1585,4084,Supplier,Facilities,100,0.0,Related_To
5647,1585,4085,Supplier,Facilities,100,0.0,Related_To
5648,1585,4086,Supplier,Facilities,100,0.0,Related_To
5649,1585,4087,Supplier,Facilities,100,0.0,Related_To
5650,1585,4088,Supplier,Facilities,100,0.0,Related_To
5651,1585,4089,Supplier,Facilities,100,0.0,Related_To
5652,1585,4090,Supplier,Facilities,100,0.0,Related_To
5653,1585,4091,Supplier,Facilities,100,0.0,Related_To
5654,1304,4092,Supplier,Facilities,100,0.0,Related_To
5655,1304,4093,Supplier,Facilities,100,0.0,Related_To
5656,1304,4094,Supplier,Facilities,100,0.0,Related_To
5657,1304,4095,Supplier,Facilities,100,0.0,Related_To
5658,1304,4096,Supplier,Facilities,100,0.0,Related_To
5659,1304,4097,Supplier,Facilities,100,0.0,Related_To
5660,1304,4098,Supplier,Facilities,100,0.0,Related_To
5661,1304,4099,Supplier,Facilities,100,0.0,Related_To
5662,1304,4100,Supplier,Facilities,100,0.0,Related_To
5663,1304,4101,Supplier,Facilities,100,0.0,Related_To
5664,1445,4102,Supplier,Facilities,100,0.0,Related_To
5665,1445,4103,Supplier,Facilities,100,0.0,Related_To
5666,1445,4104,Supplier,Facilities,100,0.0,Related_To
5667,1445,4105,Supplier,Facilities,100,0.0,Related_To
5668,1445,4106,Supplier,Facilities,100,0.0,Related_To
5669,1445,4107,Supplier,Facilities,100,0.0,Related_To
5670,1445,4108,Supplier,Facilities,100,0.0,Related_To
5671,1445,4109,Supplier,Facilities,100,0.0,Related_To
5672,1445,4110,Supplier,Facilities,100,0.0,Related_To
5673,1445,4111,Supplier,Facilities,100,0.0,Related_To
5674,1545,4112,Supplier,Facilities,100,0.0,Related_To
5675,1545,4113,Supplier,Facilities,100,0.0,Related_To
5676,1545,4114,Supplier,Facilities,100,0.0,Related_To
5677,1545,4115,Supplier,Facilities,100,0.0,Related_To
5678,1545,4116,Supplier,Facilities,100,0.0,Related_To
5679,1545,4117,Supplier,Facilities,100,0.0,Related_To
5680,1545,4118,Supplier,Facilities,100,0.0,Related_To
5681,1545,4119,Supplier,Facilities,100,0.0,Related_To
5682,1545,4120,Supplier,Facilities,100,0.0,Related_To
5683,1545,4121,Supplier,Facilities,100,0.0,Related_To
5684,1353,4122,Supplier,Facilities,100,0.0,Related_To
5685,1353,4123,Supplier,Facilities,100,0.0,Related_To
5686,1353,4124,Supplier,Facilities,100,0.0,Related_To
5687,1353,4125,Supplier,Facilities,100,0.0,Related_To
5688,1353,4126,Supplier,Facilities,100,0.0,Related_To
5689,1353,4127,Supplier,Facilities,100,0.0,Related_To
5690,1353,4128,Supplier,Facilities,100,0.0,Related_To
5691,1353,4129,Supplier,Facilities,100,0.0,Related_To
5692,1353,4130,Supplier,Facilities,100,0.0,Related_To
5693,1353,4131,Supplier,Facilities,100,0.0,Related_To
5694,1572,4132,Supplier,Facilities,100,0.0,Related_To
5695,1572,4133,Supplier,Facilities,100,0.0,Related_To
5696,1572,4134,Supplier,Facilities,100,0.0,Related_To
5697,1572,4135,Supplier,Facilities,100,0.0,Related_To
5698,1572,4136,Supplier,Facilities,100,0.0,Related_To
5699,1572,4137,Supplier,Facilities,100,0.0,Related_To
