,label,Attributes
644,warehouses,"[""Lao People's Democratic Republic"" 'Salavan' 426342 list(['W', 'U']) 0.81
 1.92]"
645,warehouses,"['Trinidad and Tobago' 'Port of Spain' 578724
 list(['T', 'C', 'K', 'F', 'N', 'M']) 0.58 2.67]"
646,warehouses,"['Central African Republic' 'Ombella-Mpoko' 118565 list(['K', 'H']) 0.61
 2.75]"
647,warehouses,['Angola' 'Malange' 106024 list(['F']) 0.69 2.86]
648,warehouses,['Gabon' 'Ogooué-Lolo' 169893 list(['K']) 0.82 1.96]
649,warehouses,"['Madagascar' 'Antananarivo' 340329
 list(['E', 'V', 'T', 'M', 'X', 'Y', 'G']) 0.8 2.99]"
650,warehouses,"['Uruguay' 'Río Negro' 569054 list(['S', 'W', 'Z', 'C']) 0.96 1.81]"
651,warehouses,"['Federated States of Micronesia' 'Yap' 519448
 list(['X', 'R', 'P', 'W', 'Z']) 0.66 2.12]"
652,warehouses,"['Norway' 'Svalbard (Arctic Region)' 213297 list(['I', 'U']) 0.59 1.96]"
653,warehouses,"['Netherlands' 'Aruba' 939379 list(['K', 'O', 'N']) 0.94 2.22]"
654,warehouses,"['Georgia' 'Tbilisi' 769082 list(['Q', 'A', 'X']) 0.52 2.67]"
655,warehouses,"['India' 'Himāchal Pradesh' 292313 list(['Q', 'Z', 'H', 'U', 'M', 'V'])
 0.72 2.96]"
656,warehouses,"['Turkmenistan' 'Balkan' 413594 list(['X', 'Y']) 0.92 2.23]"
657,warehouses,['American Samoa' 'Unknown' 190832 list(['N']) 0.71 2.13]
658,warehouses,"['Greece' 'Ípeiros' 879162 list(['J', 'F', 'N', 'G', 'U']) 0.97 1.89]"
659,warehouses,"['Saint Barthélemy' 'Unknown' 640806 list(['T', 'C', 'G', 'J']) 0.72 1.78]"
660,warehouses,"['Moldova, Republic of' 'Basarabeasca' 532690
 list(['V', 'A', 'S', 'D', 'O']) 0.64 2.24]"
661,warehouses,"['Sweden' 'Västernorrlands län [SE-22]' 312707 list(['N', 'Z', 'T']) 0.81
 1.83]"
662,warehouses,"[""Côte d'Ivoire"" 'Comoé' 812958 list(['J', 'P', 'O', 'M', 'N', 'R', 'E'])
 0.55 2.2]"
663,warehouses,"['Ecuador' 'Tungurahua' 329578 list(['V', 'Q', 'X', 'Z', 'A', 'L']) 0.88
 2.65]"
664,warehouses,"['Turkmenistan' 'Balkan' 718832 list(['H', 'I', 'E', 'N', 'Q', 'S', 'M'])
 0.54 2.4]"
665,warehouses,"['Benin' 'Borgou' 435888 list(['T', 'Q', 'R']) 0.91 2.64]"
666,warehouses,['Norway' 'Oslo' 495349 list(['H']) 0.99 2.44]
667,warehouses,"['Netherlands' 'Saba' 594523 list(['E', 'T', 'Q', 'S', 'C', 'X']) 0.75
 2.09]"
668,warehouses,"['Cameroon' 'East' 659471 list(['K', 'A']) 0.5 2.07]"
669,warehouses,"['China' 'Tianjin Shi' 374953 list(['I', 'Q', 'F', 'U', 'R']) 0.76 2.86]"
670,warehouses,"['Bhutan' 'Gasa' 534255 list(['Q', 'W', 'Z', 'D', 'T', 'A', 'R']) 0.86
 2.52]"
671,warehouses,"['Turks and Caicos Islands' 'Unknown' 504909
 list(['C', 'Z', 'T', 'W', 'N', 'B', 'I']) 0.63 2.08]"
672,warehouses,"['Bermuda' 'Unknown' 976610 list(['E', 'I', 'Y', 'H']) 0.67 2.16]"
673,warehouses,"['Plurinational State of Bolivia' 'Santa Cruz' 249236
 list(['B', 'C', 'Q', 'X']) 0.95 1.95]"
674,warehouses,"['Cambodia' 'Siem Reab' 179501 list(['Y', 'L', 'H', 'F', 'P', 'Q']) 0.96
 2.01]"
675,warehouses,"['Uzbekistan' 'Andijon' 616439 list(['N', 'I', 'X', 'W', 'P', 'R', 'M'])
 0.62 2.32]"
676,warehouses,"['Lebanon' 'Baalbek-Hermel' 419644 list(['F', 'W', 'N', 'B', 'V', 'Y'])
 0.53 1.94]"
677,warehouses,"['Romania' 'Brăila' 911985 list(['Z', 'Y', 'S', 'H']) 0.76 2.39]"
678,warehouses,['Marshall Islands' 'Ratak chain' 235487 list(['G']) 0.59 2.51]
679,warehouses,"['Azerbaijan' 'Sədərək' 995558 list(['T', 'D', 'W', 'K', 'E', 'Y', 'J'])
 0.94 2.77]"
680,warehouses,"['Grenada' 'Saint George' 854088 list(['G', 'F', 'Z', 'X']) 0.62 1.95]"
681,warehouses,"['Solomon Islands' 'Rennell and Bellona' 729270 list(['T', 'D', 'K', 'R'])
 0.89 2.33]"
682,warehouses,"['Gibraltar' 'Unknown' 736215 list(['P', 'R', 'G']) 0.8 2.73]"
683,warehouses,"['Chad' 'Tandjilé' 882859 list(['W', 'K', 'J', 'N']) 0.5 2.6]"
684,warehouses,"['Rwanda' 'Eastern' 410579 list(['M', 'Y', 'Q']) 0.98 1.79]"
685,warehouses,"['Cayman Islands' 'Unknown' 704267 list(['Q', 'B', 'X']) 0.85 2.19]"
686,warehouses,"['Libya' 'Sabhā' 434200 list(['V', 'M', 'N', 'C', 'L', 'J']) 0.5 1.77]"
687,warehouses,"['Indonesia' 'Sulawesi Tenggara' 294197 list(['F', 'H', 'Q', 'J']) 0.75
 2.73]"
688,warehouses,"['Morocco' 'Youssoufia' 949554 list(['F', 'R', 'S']) 0.91 1.96]"
689,warehouses,"['Mozambique' 'Maputo' 356251 list(['P', 'B', 'I', 'T', 'Y']) 0.95 1.76]"
690,warehouses,"['Dominica' 'Saint David' 902997 list(['T', 'K', 'D', 'W', 'J', 'N']) 0.98
 2.75]"
691,warehouses,"['Aruba' 'Unknown' 705542 list(['O', 'P', 'Y']) 0.84 2.33]"
692,warehouses,['Saint Pierre and Miquelon' 'Unknown' 782457 list(['X']) 0.61 2.24]
693,warehouses,"['Morocco' 'Tétouan' 344153 list(['I', 'T', 'X']) 0.59 2.39]"
694,warehouses,"['Ghana' 'Upper East' 994591 list(['L', 'N']) 0.72 1.89]"
695,warehouses,"['Brazil' 'Rio Grande do Sul' 909808
 list(['K', 'D', 'P', 'I', 'A', 'W', 'R']) 0.78 2.76]"
696,warehouses,"['Nauru' 'Buada' 608376 list(['W', 'D', 'N', 'J', 'G', 'Q', 'V']) 0.76
 2.06]"
697,warehouses,"['Christmas Island' 'Unknown' 758056 list(['X', 'S', 'A']) 0.66 2.91]"
698,warehouses,"['Egypt' 'Sūhāj' 898684 list(['Y', 'H', 'M', 'N', 'P', 'Z']) 0.88 2.55]"
699,warehouses,"['Dominica' 'Saint Andrew' 110790 list(['Y', 'K']) 0.62 1.92]"
700,warehouses,"['Philippines' 'Mountain Province' 660524 list(['N', 'T', 'Q']) 0.6 1.84]"
701,warehouses,['Burkina Faso' 'Cascades' 914312 list(['F']) 0.58 2.06]
702,warehouses,"['Uzbekistan' 'Surxondaryo' 822178
 list(['F', 'J', 'G', 'O', 'D', 'E', 'N']) 0.65 1.95]"
703,warehouses,['Colombia' 'Risaralda' 997073 list(['T']) 0.84 2.35]
704,warehouses,"['Norfolk Island' 'Unknown' 600541 list(['G', 'Z', 'F', 'Q']) 0.63 2.17]"
705,warehouses,"['Rwanda' 'Western' 704889 list(['D', 'N', 'F', 'V', 'A']) 0.9 2.27]"
706,warehouses,"['Samoa' 'Gagaifomauga' 222214 list(['B', 'H', 'F', 'V', 'P', 'Q', 'U'])
 0.77 2.78]"
707,warehouses,['American Samoa' 'Unknown' 468981 list(['T']) 0.63 2.04]
708,warehouses,['Norway' 'Viken' 748345 list(['S']) 0.97 2.93]
709,warehouses,"['Mauritius' 'Rodrigues Island' 613316 list(['A', 'T', 'Q']) 0.53 1.79]"
710,warehouses,"['Macao' 'Unknown' 974866 list(['L', 'Z', 'T']) 0.58 2.88]"
711,warehouses,"['Sao Tome and Principe' 'Príncipe' 355769
 list(['G', 'W', 'X', 'Q', 'Y', 'M']) 0.56 2.83]"
712,warehouses,"['United States' 'Jarvis Island' 351248
 list(['V', 'O', 'J', 'E', 'F', 'Z', 'C']) 0.84 2.27]"
713,warehouses,['Dominican Republic' 'Barahona' 780689 list(['B']) 0.68 2.51]
714,warehouses,"['Panama' 'Ngöbe-Buglé' 149633 list(['I', 'Y', 'L', 'H', 'T', 'M', 'E'])
 0.73 2.51]"
715,warehouses,"['Australia' 'South Australia' 781893 list(['W', 'Z', 'G', 'S', 'R']) 0.83
 2.31]"
716,warehouses,['Cook Islands' 'Unknown' 567363 list(['U']) 0.52 2.14]
717,warehouses,"['Belgium' 'wallonne, Région' 455059
 list(['V', 'C', 'T', 'S', 'Z', 'N', 'U']) 0.81 2.72]"
718,warehouses,"['Czechia' 'Uherské Hradiště' 923330 list(['B', 'L', 'I', 'K', 'E', 'Z'])
 0.88 1.82]"
719,warehouses,"['Nauru' 'Ewa' 599152 list(['P', 'F', 'N', 'G']) 0.72 2.74]"
720,warehouses,"['Equatorial Guinea' 'Djibloho' 451592 list(['V', 'Z', 'L', 'O']) 0.57
 2.52]"
721,warehouses,"['Madagascar' 'Fianarantsoa' 650927 list(['Z', 'F', 'P', 'L', 'R']) 0.52
 2.02]"
722,warehouses,"['Tonga' 'Tongatapu' 925010 list(['S', 'M', 'L', 'W', 'Y']) 0.52 2.96]"
723,warehouses,"['Libya' 'Murzuq' 368134 list(['D', 'C', 'J', 'U', 'G', 'E', 'W']) 0.74
 2.21]"
724,warehouses,"['Kenya' 'Narok' 419368 list(['P', 'C', 'F', 'W', 'G', 'Y']) 0.5 2.99]"
725,warehouses,"['Portugal' 'Viana do Castelo' 381559 list(['F', 'G', 'N', 'S']) 0.78 2.48]"
726,warehouses,"['Hong Kong' 'Unknown' 822794 list(['Q', 'C', 'N', 'D', 'Z', 'G', 'S'])
 0.89 1.88]"
727,warehouses,"['Tunisia' 'Zaghouan' 666039 list(['K', 'C']) 0.94 2.01]"
728,warehouses,"['French Southern Territories' 'Unknown' 266147 list(['R', 'X', 'D']) 0.95
 2.1]"
729,warehouses,"['Pitcairn' 'Unknown' 291516 list(['K', 'B', 'J']) 0.91 2.24]"
730,warehouses,"['Saint Kitts and Nevis' 'Saint George Basseterre' 925088 list(['G', 'I'])
 0.77 2.47]"
731,warehouses,"['San Marino' 'Acquaviva' 216080 list(['U', 'Z', 'G', 'R', 'Y']) 0.58 2.7]"
732,warehouses,"['India' 'Sikkim' 951849 list(['V', 'O', 'E', 'U']) 0.79 2.19]"
733,warehouses,"['Togo' 'Plateaux' 644948 list(['Z', 'B', 'G', 'T', 'F', 'H']) 0.64 2.14]"
734,warehouses,"['Austria' 'Tirol' 681304 list(['M', 'A', 'S', 'W', 'U', 'V']) 0.72 2.09]"
735,warehouses,"['United Republic of Tanzania' 'Singida' 995241 list(['Z', 'C']) 0.64 2.89]"
736,warehouses,"['State of Palestine' 'Gaza' 614629 list(['R', 'S', 'C', 'P', 'X', 'D'])
 0.93 2.11]"
737,warehouses,"['Tajikistan' 'Kŭhistoni Badakhshon' 772327 list(['J', 'X']) 0.59 2.31]"
738,warehouses,"['Yemen' 'Aḑ Ḑāli‘' 922304 list(['X', 'Z', 'N', 'K']) 0.83 1.97]"
739,warehouses,"['Cyprus' 'Girne' 512521 list(['K', 'H', 'E', 'B', 'O', 'C', 'D']) 0.5
 2.99]"
740,warehouses,"['Cameroon' 'South' 578809 list(['R', 'E', 'U', 'K', 'T']) 0.92 1.84]"
741,warehouses,"['Belarus' 'Minskaja oblast' 712693 list(['E', 'Q']) 0.87 2.99]"
742,warehouses,"['Antigua and Barbuda' 'Saint Philip' 149484 list(['B', 'R', 'D', 'K'])
 0.93 1.8]"
743,warehouses,"['Saint Helena, Ascension and Tristan da Cunha' 'Tristan da Cunha' 492313
 list(['X', 'O', 'B', 'J', 'U', 'C', 'P']) 0.77 2.7]"
744,warehouses,['Bolivarian Republic of Venezuela' 'Falcón' 368607 list(['V']) 0.6 1.82]
745,warehouses,['French Polynesia' 'Unknown' 912609 list(['K']) 0.98 2.21]
746,warehouses,"['Papua New Guinea' 'National Capital District (Port Moresby)' 626772
 list(['T']) 0.92 2.76]"
747,warehouses,"['Gibraltar' 'Unknown' 226865 list(['D', 'Y', 'R', 'A', 'J', 'E', 'X'])
 0.76 2.76]"
748,warehouses,"['Myanmar' 'Shan' 610982 list(['S', 'W', 'D', 'A', 'G']) 0.52 2.18]"
749,warehouses,"['Turkmenistan' 'Aşgabat' 647772 list(['T', 'D']) 0.63 2.38]"
750,warehouses,['Cyprus' 'Ammochostos' 657645 list(['F']) 0.68 2.66]
751,warehouses,"['Réunion' 'Unknown' 644926 list(['X', 'B', 'F', 'Z', 'Q', 'Y']) 0.7 1.78]"
752,warehouses,"['Anguilla' 'Unknown' 388324 list(['N', 'O']) 0.54 2.16]"
753,warehouses,"['Djibouti' 'Djibouti' 301310 list(['C', 'M', 'T', 'I', 'G']) 0.63 2.16]"
754,warehouses,"['Kenya' 'Kiambu' 589209 list(['V', 'W', 'L', 'U', 'O', 'E']) 0.92 2.88]"
755,warehouses,"['Iraq' 'Al Muthanná' 517019 list(['K', 'I']) 0.94 2.8]"
756,warehouses,"['Romania' 'Mureș' 929939 list(['H', 'W', 'Z', 'A', 'J']) 0.89 2.08]"
757,warehouses,"['Puerto Rico' 'Unknown' 892551 list(['B', 'P', 'Z', 'T', 'O', 'D']) 0.78
 2.0]"
758,warehouses,"['Burundi' 'Kayanza' 270943 list(['J', 'U', 'L', 'T']) 0.7 2.91]"
759,warehouses,"['Nepal' 'Kosi' 616053 list(['N', 'G', 'W', 'S']) 0.63 2.05]"
760,warehouses,"['Bahrain' 'Al Janūbīyah' 737930 list(['N', 'W', 'T']) 0.88 2.13]"
761,warehouses,['Lesotho' 'Mafeteng' 639487 list(['P']) 0.91 2.78]
762,warehouses,"['Georgia' 'Mtskheta-Mtianeti' 322896 list(['Q', 'L', 'S', 'B', 'I']) 0.89
 2.27]"
763,warehouses,"['Faroe Islands' 'Unknown' 841934 list(['B', 'C', 'N', 'J']) 0.53 1.95]"
764,warehouses,"['Madagascar' 'Toliara' 416893 list(['G', 'O', 'M', 'W', 'V', 'H', 'I'])
 0.75 2.71]"
765,warehouses,"['Poland' 'Lubelskie' 623863 list(['Y', 'Q', 'N', 'V']) 0.57 2.32]"
766,warehouses,"['Peru' 'Piura' 366052 list(['Y', 'I', 'Q', 'C', 'T', 'U']) 0.93 2.6]"
767,warehouses,"['Azerbaijan' 'Salyan' 859772 list(['F', 'X', 'T', 'I', 'B', 'A']) 0.74
 2.48]"
768,warehouses,['Guadeloupe' 'Unknown' 523694 list(['R']) 0.83 2.1]
769,warehouses,"['Algeria' 'Tizi Ouzou' 508085 list(['W', 'Q', 'X', 'R', 'I', 'Z']) 0.79
 2.24]"
770,warehouses,"['Spain' 'Palencia' 831456 list(['E', 'F', 'A', 'M']) 0.79 2.93]"
771,warehouses,"['Fiji' 'Ba' 188377 list(['R', 'N', 'X', 'L', 'U', 'H']) 0.61 2.99]"
772,warehouses,"['Senegal' 'Matam' 947384 list(['U', 'B']) 0.6 2.2]"
773,warehouses,"['Gambia' 'Upper River' 186509 list(['H', 'C']) 0.91 2.66]"
774,warehouses,"['Chad' 'Mandoul' 846152 list(['K', 'H', 'O', 'P', 'A', 'Y']) 0.74 2.47]"
775,warehouses,['Mauritania' 'Hodh el Gharbi' 947588 list(['R']) 0.54 2.79]
776,warehouses,"['Rwanda' 'City of Kigali' 566827 list(['J', 'O', 'M', 'I']) 0.69 1.82]"
777,warehouses,['Sao Tome and Principe' 'Príncipe' 429771 list(['H']) 0.8 2.75]
778,warehouses,"['Estonia' 'Lüganuse' 232119 list(['N', 'G', 'K']) 0.58 1.75]"
779,warehouses,['Cameroon' 'North' 399644 list(['P']) 0.96 2.68]
780,warehouses,"['Japan' 'Iwate' 797262 list(['L', 'Y', 'Z']) 0.92 2.58]"
781,warehouses,"['Greece' 'Peloponnese' 527721 list(['L', 'X']) 0.85 2.52]"
782,warehouses,"['Samoa' ""Satupa'itea"" 895744 list(['H', 'O', 'C', 'V', 'G', 'T']) 0.96
 2.05]"
783,warehouses,"['Czechia' 'Česká Lípa' 637442 list(['Z', 'I', 'G', 'S', 'E', 'A', 'Y'])
 0.56 2.1]"
784,warehouses,"['Mauritania' 'Nouakchott Ouest' 491941 list(['O', 'G', 'V', 'A', 'B'])
 0.55 2.97]"
785,warehouses,"['Serbia' 'Južnobački okrug' 225187 list(['J', 'O', 'N', 'S', 'H', 'G'])
 0.98 2.33]"
786,warehouses,"['Russian Federation' 'Volgogradskaja oblast' 311850
 list(['V', 'J', 'D', 'K']) 0.61 2.63]"
787,warehouses,"['Antarctica' 'Unknown' 491332 list(['P', 'S', 'Y', 'D', 'V', 'N']) 0.54
 2.3]"
788,warehouses,['Ukraine' 'Ivano-Frankivska oblast' 630022 list(['W']) 0.68 2.05]
789,warehouses,['Republic of Moldova' 'Rezina' 220124 list(['M']) 0.73 2.82]
790,warehouses,"['Sudan' 'North Darfur' 163120 list(['F', 'E', 'B', 'P', 'X', 'W']) 0.92
 2.7]"
791,warehouses,"['Antigua and Barbuda' 'Saint Paul' 641487 list(['L', 'Q', 'A', 'V']) 0.85
 2.09]"
792,warehouses,"['Guadeloupe' 'Unknown' 516825 list(['O', 'F', 'C', 'W', 'I', 'T']) 0.89
 2.46]"
793,warehouses,"['Svalbard and Jan Mayen' 'Unknown' 863719
 list(['G', 'T', 'V', 'R', 'C', 'H']) 0.7 2.12]"
794,warehouses,"['Kyrgyzstan' ""Issyk-Kul'skaja oblast"" 662434 list(['E', 'P', 'V', 'T'])
 0.52 1.92]"
795,warehouses,['Republic of Moldova' 'Ungheni' 818477 list(['G']) 0.58 2.16]
796,warehouses,"['New Caledonia' 'Unknown' 704884 list(['J', 'U', 'F']) 0.83 2.8]"
797,warehouses,"['Pakistan' 'Azad Jammu and Kashmir' 180371 list(['G', 'K']) 0.71 2.73]"
798,warehouses,"['Nigeria' 'Gombe' 561965 list(['L', 'A', 'Y']) 0.68 2.47]"
799,warehouses,"['Monaco' 'La Gare' 854060 list(['M', 'L', 'X', 'F']) 0.9 2.92]"
800,warehouses,"['Senegal' 'Kédougou' 387021 list(['B', 'O', 'H']) 0.55 2.13]"
801,warehouses,"['Andorra' 'Escaldes-Engordany' 773771 list(['E', 'X', 'B', 'L', 'I'])
 0.57 2.93]"
802,warehouses,"['Slovenia' 'Zavrč' 241564 list(['M', 'E', 'O', 'Y']) 0.64 2.94]"
803,warehouses,"['Switzerland' 'Valais' 552292 list(['H', 'A', 'Y', 'V', 'O', 'E']) 0.67
 1.91]"
804,warehouses,['Colombia' 'Boyacá' 561201 list(['J']) 0.95 2.69]
805,warehouses,"['Aruba' 'Unknown' 171668 list(['N', 'Y']) 0.72 2.52]"
806,warehouses,"['Zimbabwe' 'Manicaland' 622077 list(['P', 'V', 'Z']) 0.65 2.23]"
807,warehouses,['Malaysia' 'Wilayah Persekutuan Putrajaya' 797389 list(['H']) 0.99 1.99]
808,warehouses,"[""Côte d'Ivoire"" 'Gôh-Djiboua' 135530 list(['T', 'J', 'A', 'W']) 0.66 2.16]"
809,warehouses,"['British Indian Ocean Territory' 'Unknown' 837446
 list(['C', 'M', 'F', 'D', 'A', 'R']) 0.82 2.93]"
810,warehouses,"['South Africa' 'Eastern Cape' 786274 list(['J', 'U', 'Z', 'E', 'Y', 'S'])
 0.54 2.24]"
811,warehouses,"['Iraq' 'Karbalā’' 802789 list(['C', 'B', 'N', 'X', 'I', 'P', 'R']) 0.59
 1.92]"
812,warehouses,"['Ecuador' 'Santa Elena' 424162 list(['T', 'J', 'W', 'E', 'A', 'M']) 0.78
 1.85]"
813,warehouses,"['Belize' 'Belize' 639806 list(['Z', 'Q', 'D', 'F', 'P', 'H', 'Y']) 0.9
 2.32]"
814,warehouses,"['Senegal' 'Fatick' 347861 list(['C', 'X']) 0.73 2.01]"
815,warehouses,"['French Southern Territories' 'Unknown' 303946 list(['N', 'I']) 0.66 2.55]"
816,warehouses,"['Madagascar' 'Antsiranana' 742785 list(['N', 'O', 'S', 'X', 'H']) 0.66
 2.29]"
817,warehouses,"['Saint Barthélemy' 'Unknown' 677000
 list(['Q', 'G', 'Z', 'L', 'R', 'S', 'Y']) 0.74 2.31]"
818,warehouses,"['Papua New Guinea' 'West New Britain' 422599
 list(['P', 'N', 'G', 'O', 'L', 'R', 'E']) 0.5 2.16]"
819,warehouses,['Peru' 'La Libertad' 667007 list(['Z']) 0.84 2.99]
820,warehouses,"['Kuwait' 'Al Jahrā’' 196413 list(['J', 'V', 'U', 'C', 'T']) 0.96 1.86]"
821,warehouses,"['Ghana' 'Savannah' 125712 list(['B', 'N', 'L', 'O', 'K']) 0.88 2.6]"
822,warehouses,"[""Democratic People's Republic of Korea"" 'Hwanghae-bukto' 445126
 list(['I', 'N', 'J']) 0.71 2.34]"
823,warehouses,"['Mayotte' 'Unknown' 633097 list(['P', 'Y', 'J', 'V', 'L']) 0.53 2.59]"
824,warehouses,"['North Macedonia' 'Strumica' 964056 list(['F', 'S', 'X', 'O', 'D', 'N'])
 0.55 2.36]"
825,warehouses,"['Australia' 'Tasmania' 965757 list(['W', 'V', 'X', 'U', 'E', 'T', 'R'])
 0.86 2.5]"
826,warehouses,"['Macao' 'Unknown' 431059 list(['H', 'I', 'V', 'A', 'O', 'U']) 0.58 2.74]"
827,warehouses,['Cambodia' 'Kaoh Kong' 786452 list(['Y']) 0.51 2.02]
828,warehouses,"['Federated States of Micronesia ' 'Pohnpei' 887096
 list(['A', 'L', 'B', 'G', 'S', 'Y']) 0.99 2.42]"
829,warehouses,"['Anguilla' 'Unknown' 109846 list(['G', 'E', 'N', 'A', 'Z', 'P', 'H'])
 0.65 2.54]"
830,warehouses,"['Madagascar' 'Antsiranana' 443837 list(['P', 'H', 'R', 'B', 'Q']) 0.57
 2.23]"
831,warehouses,"['Croatia' 'Virovitičko-podravska županija' 433601
 list(['U', 'W', 'Q', 'F', 'Z', 'A', 'K']) 0.63 2.67]"
832,warehouses,"['Argentina' 'Ciudad Autónoma de Buenos Aires' 999391 list(['F']) 0.52
 2.61]"
833,warehouses,['Algeria' 'Annaba' 472176 list(['U']) 0.68 2.84]
834,warehouses,"['Anguilla' 'Unknown' 178628 list(['P', 'O', 'E', 'J']) 0.8 2.22]"
835,warehouses,"['Slovakia' 'Trenčiansky kraj' 822672 list(['Z', 'Y', 'N', 'H']) 0.7 2.62]"
836,warehouses,['Nigeria' 'Lagos' 630212 list(['R']) 0.5 1.87]
837,warehouses,['Province of China Taiwan' 'Changhua' 113291 list(['V']) 0.88 1.86]
838,warehouses,"['Liberia' 'Montserrado' 687359 list(['B', 'K', 'A']) 0.74 2.49]"
839,warehouses,"['Holy See (Vatican City State)' 'Unknown' 345694 list(['N', 'M', 'G'])
 0.65 2.53]"
840,warehouses,"['El Salvador' 'San Salvador' 827213
 list(['U', 'G', 'M', 'O', 'Q', 'F', 'S']) 0.75 2.29]"
841,warehouses,['Turkmenistan' 'Lebap' 681980 list(['P']) 0.9 1.94]
842,warehouses,"['Nigeria' 'Edo' 712204 list(['L', 'S']) 0.68 1.99]"
843,warehouses,"['Holy See (Vatican City State)' 'Unknown' 662256
 list(['U', 'J', 'T', 'S', 'L']) 0.9 2.21]"
844,warehouses,['Eritrea' 'Semienawi K’eyyĭḥ Baḥri' 927025 list(['R']) 0.76 2.69]
845,warehouses,"['Lithuania' 'Kretinga' 736459 list(['J', 'G']) 0.99 2.84]"
846,warehouses,"['Brazil' 'Pará' 484025 list(['V', 'S', 'C', 'F']) 0.65 2.92]"
847,warehouses,"['Macao' 'Unknown' 310413 list(['L', 'E']) 0.5 2.28]"
848,warehouses,"['Chad' 'Mayo-Kebbi-Est' 896545 list(['I', 'U', 'Q', 'B', 'S', 'K', 'G'])
 0.65 2.94]"
849,warehouses,"['Cameroon' 'Adamaoua' 863210 list(['X', 'R']) 0.64 1.99]"
850,warehouses,"['French Southern Territories' 'Unknown' 491716
 list(['Z', 'O', 'J', 'B', 'Q', 'L', 'G']) 0.66 1.99]"
851,warehouses,"['Monaco' 'Jardin Exotique' 756508 list(['O', 'A']) 0.65 1.98]"
852,warehouses,"['Brazil' 'Alagoas' 827660 list(['G', 'B', 'L', 'I']) 0.93 2.63]"
853,warehouses,"['Anguilla' 'Unknown' 369388 list(['U', 'N', 'E', 'L', 'W']) 0.85 2.07]"
854,warehouses,"['Palau' 'Ngeremlengui' 448420 list(['D', 'C']) 0.82 2.02]"
855,warehouses,"['Comoros' 'Andjouân' 755725 list(['Y', 'P', 'D', 'J', 'V']) 0.65 2.99]"
856,warehouses,"['North Macedonia' 'Kisela Voda †' 829854 list(['F', 'Y', 'C']) 0.89 1.96]"
857,warehouses,"['Angola' 'Cuando Cubango' 303633 list(['T', 'X']) 0.66 2.22]"
858,warehouses,"['Ghana' 'Bono' 211769 list(['G', 'B', 'D']) 0.58 1.92]"
859,warehouses,"['Greenland' 'Kommune Kujalleq' 758748 list(['C', 'U']) 0.64 2.47]"
860,warehouses,"['Paraguay' 'Misiones' 342898 list(['Z', 'D', 'Y']) 0.85 2.16]"
861,warehouses,"['Svalbard and Jan Mayen' 'Unknown' 562418
 list(['X', 'M', 'H', 'L', 'B', 'W', 'O']) 0.65 2.48]"
862,warehouses,"['Switzerland' 'Zug' 877803 list(['J', 'O', 'M', 'G', 'B', 'L']) 0.96 2.49]"
863,warehouses,"['Oman' 'Ad Dākhilīyah' 185092 list(['A', 'I', 'G', 'J']) 0.95 1.86]"
864,warehouses,"['Lithuania' 'Skuodas' 991485 list(['T', 'L', 'C', 'M', 'P']) 0.59 1.97]"
865,warehouses,"['Saint Kitts and Nevis' 'Saint Paul Capisterre' 645084
 list(['Z', 'R', 'S']) 0.79 2.74]"
866,warehouses,"['Dominican Republic' 'Peravia' 200575 list(['Y', 'J', 'F']) 0.86 2.59]"
867,warehouses,"['Kenya' 'Mombasa' 422145 list(['Z', 'B']) 0.77 2.44]"
868,warehouses,"['French Southern Territories' 'Unknown' 309098 list(['O', 'Q']) 0.73 2.8]"
869,warehouses,"['Turkmenistan' 'Ahal' 299770 list(['V', 'R', 'D', 'Q', 'S']) 0.51 2.86]"
870,warehouses,"['French Polynesia' 'Unknown' 766543 list(['Y', 'B', 'J', 'W', 'M', 'X'])
 0.79 2.38]"
871,warehouses,"['Barbados' 'Saint Joseph' 956974 list(['F', 'T', 'H', 'I', 'A']) 0.78
 2.35]"
872,warehouses,"['Chile' 'Antofagasta' 778751 list(['H', 'U', 'J', 'A', 'Y']) 0.56 2.3]"
873,warehouses,"['Mauritius' 'Rodrigues Island' 505532
 list(['A', 'M', 'G', 'R', 'T', 'W']) 0.97 2.98]"
874,warehouses,"['Egypt' 'Al Uqşur' 361554 list(['Y', 'G', 'C', 'X', 'U', 'V']) 0.94 2.53]"
875,warehouses,"['Bahamas' 'Cat Island' 115119 list(['Q', 'A']) 0.79 2.56]"
876,warehouses,"[""Democratic People's Republic of Korea"" 'Hwanghae-namdo' 627901
 list(['Q', 'N', 'F', 'P', 'J', 'C', 'I']) 0.71 2.42]"
877,warehouses,"['Zambia' 'Southern' 494311 list(['Q', 'M', 'Z']) 0.72 2.75]"
878,warehouses,"['Turks and Caicos Islands' 'Unknown' 453375 list(['Y', 'X']) 0.5 2.34]"
879,warehouses,"['Fiji' 'Serua' 524973 list(['A', 'Z', 'O']) 0.58 2.07]"
880,warehouses,"['United Kingdom' 'Brent' 581257 list(['J', 'O', 'R', 'V', 'X', 'M']) 0.78
 2.8]"
881,warehouses,"['Niger' 'Agadez' 447938 list(['Q', 'B', 'G']) 0.62 1.96]"
882,warehouses,"['Seychelles' 'Baie Sainte Anne' 525832 list(['U', 'D', 'T', 'M', 'Q'])
 0.91 2.33]"
883,warehouses,"['Kazakhstan' 'Turkestankaya oblast' 149443
 list(['B', 'V', 'T', 'X', 'N']) 0.79 2.69]"
