,From,To,From_Table,To_Table,Weight,Distance,Duration,Rental price,price,profit_margin (%),Annual_sales,Edge_Name,market_share (%)
7258,2057,5479,Ssintship,Ssintorders,495623,0,0,0,0,0,0,Order,
7259,5479,5185,Ssintorders,Products,495838,0,0,0,6080.3,13,0,Orders_Product,
7260,2058,5480,Ssintship,Ssintorders,495838,0,0,0,0,0,0,Order,
7261,5480,4693,Ssintorders,Products,495883,0,0,0,394.56,22,0,Orders_Product,
7262,2059,5481,Ssintship,Ssintorders,495883,0,0,0,0,0,0,Order,
7263,5481,5124,Ssintorders,Products,496233,0,0,0,8201.78,45,0,Orders_Product,
7264,2060,5482,Ssintship,Ssintorders,496233,0,0,0,0,0,0,Order,
7265,5482,4963,Ssintorders,Products,496413,0,0,0,567.48,35,0,Orders_Product,
7266,2061,5483,Ssintship,Ssintorders,496413,0,0,0,0,0,0,Order,
7267,5483,5066,Ssintorders,Products,496628,0,0,0,9851.85,6,0,Orders_Product,
7268,2062,5484,Ssintship,Ssintorders,496628,0,0,0,0,0,0,Order,
7269,5484,5154,Ssintorders,Products,496808,0,0,0,4.13,41,0,Orders_Product,
7270,2063,5485,Ssintship,Ssintorders,496808,0,0,0,0,0,0,Order,
7271,5485,4918,Ssintorders,Products,497158,0,0,0,2129.22,35,0,Orders_Product,
7272,2064,5486,Ssintship,Ssintorders,497158,0,0,0,0,0,0,Order,
7273,5486,5030,Ssintorders,Products,497508,0,0,0,8820.19,30,0,Orders_Product,
7274,2065,5487,Ssintship,Ssintorders,497508,0,0,0,0,0,0,Order,
7275,5487,4833,Ssintorders,Products,497553,0,0,0,86.54,9,0,Orders_Product,
7276,2066,5488,Ssintship,Ssintorders,497553,0,0,0,0,0,0,Order,
7277,5488,4692,Ssintorders,Products,497598,0,0,0,6.35,7,0,Orders_Product,
7278,2067,5489,Ssintship,Ssintorders,497598,0,0,0,0,0,0,Order,
7279,5489,4822,Ssintorders,Products,497778,0,0,0,864.91,31,0,Orders_Product,
7280,2068,5490,Ssintship,Ssintorders,497778,0,0,0,0,0,0,Order,
7281,5490,4904,Ssintorders,Products,497958,0,0,0,25.22,30,0,Orders_Product,
7282,2069,5491,Ssintship,Ssintorders,497958,0,0,0,0,0,0,Order,
7283,5491,4918,Ssintorders,Products,498308,0,0,0,2129.22,35,0,Orders_Product,
7284,2070,5492,Ssintship,Ssintorders,498308,0,0,0,0,0,0,Order,
7285,5492,5176,Ssintorders,Products,498353,0,0,0,96.2,6,0,Orders_Product,
7286,2071,5493,Ssintship,Ssintorders,498353,0,0,0,0,0,0,Order,
7287,5493,4714,Ssintorders,Products,498398,0,0,0,136.7,5,0,Orders_Product,
7288,2072,5494,Ssintship,Ssintorders,498398,0,0,0,0,0,0,Order,
7289,5494,5180,Ssintorders,Products,498613,0,0,0,8738.71,24,0,Orders_Product,
7290,2073,5495,Ssintship,Ssintorders,498613,0,0,0,0,0,0,Order,
7291,5495,4970,Ssintorders,Products,498658,0,0,0,80.98,12,0,Orders_Product,
7292,2074,5496,Ssintship,Ssintorders,498658,0,0,0,0,0,0,Order,
7293,5496,4963,Ssintorders,Products,498838,0,0,0,567.48,35,0,Orders_Product,
7294,2075,5497,Ssintship,Ssintorders,498838,0,0,0,0,0,0,Order,
7295,5497,5117,Ssintorders,Products,499188,0,0,0,2005.87,33,0,Orders_Product,
7296,2076,5498,Ssintship,Ssintorders,499188,0,0,0,0,0,0,Order,
7297,5498,5157,Ssintorders,Products,499233,0,0,0,94.64,5,0,Orders_Product,
7298,2077,5499,Ssintship,Ssintorders,499233,0,0,0,0,0,0,Order,
7299,5499,4703,Ssintorders,Products,499413,0,0,0,7.42,47,0,Orders_Product,
7300,2078,5500,Ssintship,Ssintorders,499413,0,0,0,0,0,0,Order,
7301,5500,4714,Ssintorders,Products,499458,0,0,0,136.7,5,0,Orders_Product,
7302,2079,5501,Ssintship,Ssintorders,499458,0,0,0,0,0,0,Order,
7303,5501,4838,Ssintorders,Products,499638,0,0,0,464.88,30,0,Orders_Product,
7304,2080,5502,Ssintship,Ssintorders,499638,0,0,0,0,0,0,Order,
7305,5502,5011,Ssintorders,Products,499818,0,0,0,1.96,38,0,Orders_Product,
7306,2081,5503,Ssintship,Ssintorders,499818,0,0,0,0,0,0,Order,
7307,5503,5175,Ssintorders,Products,499863,0,0,0,4.25,7,0,Orders_Product,
7308,2082,5504,Ssintship,Ssintorders,499863,0,0,0,0,0,0,Order,
7309,5504,4928,Ssintorders,Products,499908,0,0,0,5.18,21,0,Orders_Product,
7310,2083,5505,Ssintship,Ssintorders,499908,0,0,0,0,0,0,Order,
7311,5505,5117,Ssintorders,Products,500258,0,0,0,2005.87,33,0,Orders_Product,
7312,2084,5506,Ssintship,Ssintorders,500258,0,0,0,0,0,0,Order,
7313,5506,4710,Ssintorders,Products,500473,0,0,0,2613.16,23,0,Orders_Product,
7314,2085,5507,Ssintship,Ssintorders,500473,0,0,0,0,0,0,Order,
7315,5507,4976,Ssintorders,Products,500823,0,0,0,3928.27,48,0,Orders_Product,
7316,2086,5508,Ssintship,Ssintorders,500823,0,0,0,0,0,0,Order,
7317,5508,5102,Ssintorders,Products,500868,0,0,0,170.53,25,0,Orders_Product,
7318,2087,5509,Ssintship,Ssintorders,500868,0,0,0,0,0,0,Order,
7319,5509,5066,Ssintorders,Products,501083,0,0,0,9851.85,6,0,Orders_Product,
7320,2088,5510,Ssintship,Ssintorders,501083,0,0,0,0,0,0,Order,
7321,5510,4811,Ssintorders,Products,501298,0,0,0,9396.37,6,0,Orders_Product,
7322,2089,5511,Ssintship,Ssintorders,501298,0,0,0,0,0,0,Order,
7323,5511,4781,Ssintorders,Products,501343,0,0,0,616.92,19,0,Orders_Product,
7324,2090,5512,Ssintship,Ssintorders,501343,0,0,0,0,0,0,Order,
7325,5512,5157,Ssintorders,Products,501388,0,0,0,94.64,5,0,Orders_Product,
7326,2091,5513,Ssintship,Ssintorders,501388,0,0,0,0,0,0,Order,
7327,5513,5070,Ssintorders,Products,501433,0,0,0,23.8,6,0,Orders_Product,
7328,2092,5514,Ssintship,Ssintorders,501433,0,0,0,0,0,0,Order,
7329,5514,4690,Ssintorders,Products,501478,0,0,0,47.14,7,0,Orders_Product,
7330,2093,5515,Ssintship,Ssintorders,501478,0,0,0,0,0,0,Order,
7331,5515,5180,Ssintorders,Products,501693,0,0,0,8738.71,24,0,Orders_Product,
7332,2094,5516,Ssintship,Ssintorders,501693,0,0,0,0,0,0,Order,
7333,5516,4838,Ssintorders,Products,501873,0,0,0,464.88,30,0,Orders_Product,
7334,2095,5517,Ssintship,Ssintorders,501873,0,0,0,0,0,0,Order,
7335,5517,4922,Ssintorders,Products,502053,0,0,0,6.11,47,0,Orders_Product,
7336,2096,5518,Ssintship,Ssintorders,502053,0,0,0,0,0,0,Order,
7337,5518,4754,Ssintorders,Products,502098,0,0,0,7.73,18,0,Orders_Product,
7338,2097,5519,Ssintship,Ssintorders,502098,0,0,0,0,0,0,Order,
7339,5519,4714,Ssintorders,Products,502143,0,0,0,136.7,5,0,Orders_Product,
7340,2098,5520,Ssintship,Ssintorders,502143,0,0,0,0,0,0,Order,
7341,5520,4689,Ssintorders,Products,502323,0,0,0,107.39,47,0,Orders_Product,
7342,2099,5521,Ssintship,Ssintorders,502323,0,0,0,0,0,0,Order,
7343,5521,5097,Ssintorders,Products,502673,0,0,0,7155.97,40,0,Orders_Product,
7344,2100,5522,Ssintship,Ssintorders,502673,0,0,0,0,0,0,Order,
7345,5522,5166,Ssintorders,Products,502853,0,0,0,396.71,32,0,Orders_Product,
7346,2101,5523,Ssintship,Ssintorders,502853,0,0,0,0,0,0,Order,
7347,5523,4970,Ssintorders,Products,502898,0,0,0,80.98,12,0,Orders_Product,
7348,2102,5524,Ssintship,Ssintorders,502898,0,0,0,0,0,0,Order,
7349,5524,5157,Ssintorders,Products,502943,0,0,0,94.64,5,0,Orders_Product,
7350,2103,5525,Ssintship,Ssintorders,502943,0,0,0,0,0,0,Order,
7351,5525,5147,Ssintorders,Products,503123,0,0,0,157.42,42,0,Orders_Product,
7352,2104,5526,Ssintship,Ssintorders,503123,0,0,0,0,0,0,Order,
7353,5526,5158,Ssintorders,Products,503168,0,0,0,1.27,22,0,Orders_Product,
7354,2105,5527,Ssintship,Ssintorders,503168,0,0,0,0,0,0,Order,
7355,5527,4690,Ssintorders,Products,503213,0,0,0,47.14,7,0,Orders_Product,
7356,2106,5528,Ssintship,Ssintorders,503213,0,0,0,0,0,0,Order,
7357,5528,4703,Ssintorders,Products,503393,0,0,0,7.42,47,0,Orders_Product,
7358,2107,5529,Ssintship,Ssintorders,503393,0,0,0,0,0,0,Order,
7359,5529,5070,Ssintorders,Products,503438,0,0,0,23.8,6,0,Orders_Product,
7360,2108,5530,Ssintship,Ssintorders,503438,0,0,0,0,0,0,Order,
7361,5530,5070,Ssintorders,Products,503483,0,0,0,23.8,6,0,Orders_Product,
7362,2109,5531,Ssintship,Ssintorders,503483,0,0,0,0,0,0,Order,
7363,5531,4763,Ssintorders,Products,503833,0,0,0,9051.53,28,0,Orders_Product,
7364,2110,5532,Ssintship,Ssintorders,503833,0,0,0,0,0,0,Order,
7365,5532,4766,Ssintorders,Products,503878,0,0,0,103.33,25,0,Orders_Product,
7366,2111,5533,Ssintship,Ssintorders,503878,0,0,0,0,0,0,Order,
7367,5533,5097,Ssintorders,Products,504228,0,0,0,7155.97,40,0,Orders_Product,
7368,2112,5534,Ssintship,Ssintorders,504228,0,0,0,0,0,0,Order,
7369,5534,4693,Ssintorders,Products,504273,0,0,0,394.56,22,0,Orders_Product,
7370,2113,5535,Ssintship,Ssintorders,504273,0,0,0,0,0,0,Order,
7371,5535,5174,Ssintorders,Products,504318,0,0,0,70.71,26,0,Orders_Product,
7372,2114,5536,Ssintship,Ssintorders,504318,0,0,0,0,0,0,Order,
7373,5536,4688,Ssintorders,Products,504533,0,0,0,3088.68,24,0,Orders_Product,
7374,2115,5537,Ssintship,Ssintorders,504533,0,0,0,0,0,0,Order,
7375,5537,4931,Ssintorders,Products,504713,0,0,0,218.19,32,0,Orders_Product,
7376,2116,5538,Ssintship,Ssintorders,504713,0,0,0,0,0,0,Order,
7377,5538,5180,Ssintorders,Products,504928,0,0,0,8738.71,24,0,Orders_Product,
7378,2117,5539,Ssintship,Ssintorders,504928,0,0,0,0,0,0,Order,
7379,5539,5182,Ssintorders,Products,504973,0,0,0,574.54,26,0,Orders_Product,
7380,2118,5540,Ssintship,Ssintorders,504973,0,0,0,0,0,0,Order,
7381,5540,4904,Ssintorders,Products,505153,0,0,0,25.22,30,0,Orders_Product,
7382,2119,5541,Ssintship,Ssintorders,505153,0,0,0,0,0,0,Order,
7383,5541,5161,Ssintorders,Products,505333,0,0,0,16.91,30,0,Orders_Product,
7384,2120,5542,Ssintship,Ssintorders,505333,0,0,0,0,0,0,Order,
7385,5542,4691,Ssintorders,Products,505378,0,0,0,13.62,6,0,Orders_Product,
7386,2121,5543,Ssintship,Ssintorders,505378,0,0,0,0,0,0,Order,
7387,5543,4953,Ssintorders,Products,505593,0,0,0,8722.86,16,0,Orders_Product,
7388,2122,5544,Ssintship,Ssintorders,505593,0,0,0,0,0,0,Order,
7389,5544,5177,Ssintorders,Products,505773,0,0,0,5.41,27,0,Orders_Product,
7390,2123,5545,Ssintship,Ssintorders,505773,0,0,0,0,0,0,Order,
7391,5545,5173,Ssintorders,Products,505988,0,0,0,3438.83,16,0,Orders_Product,
7392,2124,5546,Ssintship,Ssintorders,505988,0,0,0,0,0,0,Order,
7393,5546,5181,Ssintorders,Products,506168,0,0,0,36.78,44,0,Orders_Product,
7394,2125,5547,Ssintship,Ssintorders,506168,0,0,0,0,0,0,Order,
7395,5547,5166,Ssintorders,Products,506348,0,0,0,396.71,32,0,Orders_Product,
7396,2126,5548,Ssintship,Ssintorders,506348,0,0,0,0,0,0,Order,
7397,5548,4706,Ssintorders,Products,506393,0,0,0,83.85,18,0,Orders_Product,
7398,2127,5549,Ssintship,Ssintorders,506393,0,0,0,0,0,0,Order,
7399,5549,4690,Ssintorders,Products,506438,0,0,0,47.14,7,0,Orders_Product,
7400,2128,5550,Ssintship,Ssintorders,506438,0,0,0,0,0,0,Order,
7401,5550,5066,Ssintorders,Products,506653,0,0,0,9851.85,6,0,Orders_Product,
7402,2129,5551,Ssintship,Ssintorders,506653,0,0,0,0,0,0,Order,
7403,5551,5117,Ssintorders,Products,507003,0,0,0,2005.87,33,0,Orders_Product,
7404,2130,5552,Ssintship,Ssintorders,507003,0,0,0,0,0,0,Order,
7405,5552,5161,Ssintorders,Products,507183,0,0,0,16.91,30,0,Orders_Product,
7406,2131,5553,Ssintship,Ssintorders,507183,0,0,0,0,0,0,Order,
7407,5553,5007,Ssintorders,Products,507228,0,0,0,440.67,18,0,Orders_Product,
7408,2132,5554,Ssintship,Ssintorders,507228,0,0,0,0,0,0,Order,
7409,5554,4714,Ssintorders,Products,507273,0,0,0,136.7,5,0,Orders_Product,
7410,2133,5555,Ssintship,Ssintorders,507273,0,0,0,0,0,0,Order,
7411,5555,4974,Ssintorders,Products,507453,0,0,0,4.16,44,0,Orders_Product,
7412,2134,5556,Ssintship,Ssintorders,507453,0,0,0,0,0,0,Order,
7413,5556,4805,Ssintorders,Products,507633,0,0,0,674.24,39,0,Orders_Product,
7414,2135,5557,Ssintship,Ssintorders,507633,0,0,0,0,0,0,Order,
7415,5557,4833,Ssintorders,Products,507678,0,0,0,86.54,9,0,Orders_Product,
7416,2136,5558,Ssintship,Ssintorders,507678,0,0,0,0,0,0,Order,
7417,5558,4800,Ssintorders,Products,507858,0,0,0,1.57,42,0,Orders_Product,
7418,2137,5559,Ssintship,Ssintorders,507858,0,0,0,0,0,0,Order,
7419,5559,4998,Ssintorders,Products,508038,0,0,0,43.98,46,0,Orders_Product,
7420,2138,5560,Ssintship,Ssintorders,508038,0,0,0,0,0,0,Order,
7421,5560,5171,Ssintorders,Products,508253,0,0,0,5391.43,10,0,Orders_Product,
7422,2139,5561,Ssintship,Ssintorders,508253,0,0,0,0,0,0,Order,
7423,5561,4974,Ssintorders,Products,508433,0,0,0,4.16,44,0,Orders_Product,
7424,2140,5562,Ssintship,Ssintorders,508433,0,0,0,0,0,0,Order,
7425,5562,4953,Ssintorders,Products,508648,0,0,0,8722.86,16,0,Orders_Product,
7426,2141,5563,Ssintship,Ssintorders,508648,0,0,0,0,0,0,Order,
7427,5563,4999,Ssintorders,Products,508828,0,0,0,618.63,32,0,Orders_Product,
7428,2142,5564,Ssintship,Ssintorders,508828,0,0,0,0,0,0,Order,
7429,5564,5113,Ssintorders,Products,509008,0,0,0,2.68,31,0,Orders_Product,
7430,2143,5565,Ssintship,Ssintorders,509008,0,0,0,0,0,0,Order,
7431,5565,4754,Ssintorders,Products,509053,0,0,0,7.73,18,0,Orders_Product,
7432,2144,5566,Ssintship,Ssintorders,509053,0,0,0,0,0,0,Order,
7433,5566,5185,Ssintorders,Products,509268,0,0,0,6080.3,13,0,Orders_Product,
7434,2145,5567,Ssintship,Ssintorders,509268,0,0,0,0,0,0,Order,
7435,5567,4838,Ssintorders,Products,509448,0,0,0,464.88,30,0,Orders_Product,
7436,2146,5568,Ssintship,Ssintorders,509448,0,0,0,0,0,0,Order,
7437,5568,4805,Ssintorders,Products,509628,0,0,0,674.24,39,0,Orders_Product,
7438,2147,5569,Ssintship,Ssintorders,509628,0,0,0,0,0,0,Order,
7439,5569,5124,Ssintorders,Products,509978,0,0,0,8201.78,45,0,Orders_Product,
7440,2148,5570,Ssintship,Ssintorders,509978,0,0,0,0,0,0,Order,
7441,5570,5178,Ssintorders,Products,510193,0,0,0,1647.81,8,0,Orders_Product,
7442,2149,5571,Ssintship,Ssintorders,510193,0,0,0,0,0,0,Order,
7443,5571,4904,Ssintorders,Products,510373,0,0,0,25.22,30,0,Orders_Product,
7444,2150,5572,Ssintship,Ssintorders,510373,0,0,0,0,0,0,Order,
7445,5572,5004,Ssintorders,Products,510588,0,0,0,4619.58,5,0,Orders_Product,
7446,2151,5573,Ssintship,Ssintorders,510588,0,0,0,0,0,0,Order,
7447,5573,5073,Ssintorders,Products,510633,0,0,0,72.83,13,0,Orders_Product,
7448,2152,5574,Ssintship,Ssintorders,510633,0,0,0,0,0,0,Order,
7449,5574,5043,Ssintorders,Products,510813,0,0,0,86.33,40,0,Orders_Product,
7450,2153,5575,Ssintship,Ssintorders,510813,0,0,0,0,0,0,Order,
7451,5575,4754,Ssintorders,Products,510858,0,0,0,7.73,18,0,Orders_Product,
7452,2154,5576,Ssintship,Ssintorders,510858,0,0,0,0,0,0,Order,
7453,5576,4714,Ssintorders,Products,510903,0,0,0,136.7,5,0,Orders_Product,
7454,2155,5577,Ssintship,Ssintorders,510903,0,0,0,0,0,0,Order,
7455,5577,5180,Ssintorders,Products,511118,0,0,0,8738.71,24,0,Orders_Product,
7456,2156,5578,Ssintship,Ssintorders,511118,0,0,0,0,0,0,Order,
7457,5578,5124,Ssintorders,Products,511468,0,0,0,8201.78,45,0,Orders_Product,
7458,2157,5579,Ssintship,Ssintorders,511468,0,0,0,0,0,0,Order,
7459,5579,4781,Ssintorders,Products,511513,0,0,0,616.92,19,0,Orders_Product,
7460,2158,5580,Ssintship,Ssintorders,511513,0,0,0,0,0,0,Order,
7461,5580,4690,Ssintorders,Products,511558,0,0,0,47.14,7,0,Orders_Product,
7462,2159,5581,Ssintship,Ssintorders,511558,0,0,0,0,0,0,Order,
7463,5581,5177,Ssintorders,Products,511738,0,0,0,5.41,27,0,Orders_Product,
7464,2160,5582,Ssintship,Ssintorders,511738,0,0,0,0,0,0,Order,
7465,5582,4691,Ssintorders,Products,511783,0,0,0,13.62,6,0,Orders_Product,
7466,2161,5583,Ssintship,Ssintorders,511783,0,0,0,0,0,0,Order,
7467,5583,4834,Ssintorders,Products,511998,0,0,0,4560.38,26,0,Orders_Product,
7468,2162,5584,Ssintship,Ssintorders,511998,0,0,0,0,0,0,Order,
7469,5584,4695,Ssintorders,Products,512178,0,0,0,48.63,35,0,Orders_Product,
7470,2163,5585,Ssintship,Ssintorders,512178,0,0,0,0,0,0,Order,
7471,5585,4976,Ssintorders,Products,512528,0,0,0,3928.27,48,0,Orders_Product,
7472,2164,5586,Ssintship,Ssintorders,512528,0,0,0,0,0,0,Order,
7473,5586,5004,Ssintorders,Products,512743,0,0,0,4619.58,5,0,Orders_Product,
7474,2165,5587,Ssintship,Ssintorders,512743,0,0,0,0,0,0,Order,
7475,5587,4922,Ssintorders,Products,512923,0,0,0,6.11,47,0,Orders_Product,
7476,2166,5588,Ssintship,Ssintorders,512923,0,0,0,0,0,0,Order,
7477,5588,5175,Ssintorders,Products,512968,0,0,0,4.25,7,0,Orders_Product,
7478,2167,5589,Ssintship,Ssintorders,512968,0,0,0,0,0,0,Order,
7479,5589,5182,Ssintorders,Products,513013,0,0,0,574.54,26,0,Orders_Product,
7480,2168,5590,Ssintship,Ssintorders,513013,0,0,0,0,0,0,Order,
7481,5590,5066,Ssintorders,Products,513228,0,0,0,9851.85,6,0,Orders_Product,
7482,2169,5591,Ssintship,Ssintorders,513228,0,0,0,0,0,0,Order,
7483,5591,4833,Ssintorders,Products,513273,0,0,0,86.54,9,0,Orders_Product,
7484,2170,5592,Ssintship,Ssintorders,513273,0,0,0,0,0,0,Order,
7485,5592,5182,Ssintorders,Products,513318,0,0,0,574.54,26,0,Orders_Product,
7486,2171,5593,Ssintship,Ssintorders,513318,0,0,0,0,0,0,Order,
7487,5593,4833,Ssintorders,Products,513363,0,0,0,86.54,9,0,Orders_Product,
7488,2172,5594,Ssintship,Ssintorders,513363,0,0,0,0,0,0,Order,
7489,5594,4689,Ssintorders,Products,513543,0,0,0,107.39,47,0,Orders_Product,
7490,2173,5595,Ssintship,Ssintorders,513543,0,0,0,0,0,0,Order,
7491,5595,5161,Ssintorders,Products,513723,0,0,0,16.91,30,0,Orders_Product,
7492,2174,5596,Ssintship,Ssintorders,513723,0,0,0,0,0,0,Order,
7493,5596,4931,Ssintorders,Products,513903,0,0,0,218.19,32,0,Orders_Product,
7494,2175,5597,Ssintship,Ssintorders,513903,0,0,0,0,0,0,Order,
7495,5597,5173,Ssintorders,Products,514118,0,0,0,3438.83,16,0,Orders_Product,
7496,2176,5598,Ssintship,Ssintorders,514118,0,0,0,0,0,0,Order,
7497,5598,4714,Ssintorders,Products,514163,0,0,0,136.7,5,0,Orders_Product,
7498,2177,5599,Ssintship,Ssintorders,514163,0,0,0,0,0,0,Order,
7499,5599,4963,Ssintorders,Products,514343,0,0,0,567.48,35,0,Orders_Product,
7500,2178,5600,Ssintship,Ssintorders,514343,0,0,0,0,0,0,Order,
7501,5600,5166,Ssintorders,Products,514523,0,0,0,396.71,32,0,Orders_Product,
7502,2179,5601,Ssintship,Ssintorders,514523,0,0,0,0,0,0,Order,
7503,5601,5131,Ssintorders,Products,514568,0,0,0,50.91,25,0,Orders_Product,
7504,2180,5602,Ssintship,Ssintorders,514568,0,0,0,0,0,0,Order,
7505,5602,5030,Ssintorders,Products,514918,0,0,0,8820.19,30,0,Orders_Product,
7506,2181,5603,Ssintship,Ssintorders,514918,0,0,0,0,0,0,Order,
7507,5603,4688,Ssintorders,Products,515133,0,0,0,3088.68,24,0,Orders_Product,
7508,2182,5604,Ssintship,Ssintorders,515133,0,0,0,0,0,0,Order,
7509,5604,4928,Ssintorders,Products,515178,0,0,0,5.18,21,0,Orders_Product,
7510,2183,5605,Ssintship,Ssintorders,515178,0,0,0,0,0,0,Order,
7511,5605,5158,Ssintorders,Products,515223,0,0,0,1.27,22,0,Orders_Product,
7512,2184,5606,Ssintship,Ssintorders,515223,0,0,0,0,0,0,Order,
7513,5606,4931,Ssintorders,Products,515403,0,0,0,218.19,32,0,Orders_Product,
7514,2185,5607,Ssintship,Ssintorders,515403,0,0,0,0,0,0,Order,
7515,5607,4999,Ssintorders,Products,515583,0,0,0,618.63,32,0,Orders_Product,
7516,2186,5608,Ssintship,Ssintorders,515583,0,0,0,0,0,0,Order,
7517,5608,5047,Ssintorders,Products,515628,0,0,0,479.91,11,0,Orders_Product,
7518,2187,5609,Ssintship,Ssintorders,515628,0,0,0,0,0,0,Order,
7519,5609,4763,Ssintorders,Products,515978,0,0,0,9051.53,28,0,Orders_Product,
7520,2188,5610,Ssintship,Ssintorders,515978,0,0,0,0,0,0,Order,
7521,5610,4838,Ssintorders,Products,516158,0,0,0,464.88,30,0,Orders_Product,
7522,2189,5611,Ssintship,Ssintorders,516158,0,0,0,0,0,0,Order,
7523,5611,5177,Ssintorders,Products,516338,0,0,0,5.41,27,0,Orders_Product,
7524,2190,5612,Ssintship,Ssintorders,516338,0,0,0,0,0,0,Order,
7525,5612,5161,Ssintorders,Products,516518,0,0,0,16.91,30,0,Orders_Product,
7526,2191,5613,Ssintship,Ssintorders,516518,0,0,0,0,0,0,Order,
7527,5613,5117,Ssintorders,Products,516868,0,0,0,2005.87,33,0,Orders_Product,
7528,2192,5614,Ssintship,Ssintorders,516868,0,0,0,0,0,0,Order,
7529,5614,4691,Ssintorders,Products,516913,0,0,0,13.62,6,0,Orders_Product,
7530,2193,5615,Ssintship,Ssintorders,516913,0,0,0,0,0,0,Order,
7531,5615,4970,Ssintorders,Products,516958,0,0,0,80.98,12,0,Orders_Product,
7532,2194,5616,Ssintship,Ssintorders,516958,0,0,0,0,0,0,Order,
7533,5616,4695,Ssintorders,Products,517138,0,0,0,48.63,35,0,Orders_Product,
7534,2195,5617,Ssintship,Ssintorders,517138,0,0,0,0,0,0,Order,
7535,5617,4691,Ssintorders,Products,517183,0,0,0,13.62,6,0,Orders_Product,
7536,2196,5618,Ssintship,Ssintorders,517183,0,0,0,0,0,0,Order,
7537,5618,4743,Ssintorders,Products,517228,0,0,0,5.75,24,0,Orders_Product,
7538,2197,5619,Ssintship,Ssintorders,517228,0,0,0,0,0,0,Order,
7539,5619,5113,Ssintorders,Products,517408,0,0,0,2.68,31,0,Orders_Product,
7540,2198,5620,Ssintship,Ssintorders,517408,0,0,0,0,0,0,Order,
7541,5620,4928,Ssintorders,Products,517453,0,0,0,5.18,21,0,Orders_Product,
7542,2199,5621,Ssintship,Ssintorders,517453,0,0,0,0,0,0,Order,
7543,5621,4922,Ssintorders,Products,517633,0,0,0,6.11,47,0,Orders_Product,
7544,2200,5622,Ssintship,Ssintorders,517633,0,0,0,0,0,0,Order,
7545,5622,4784,Ssintorders,Products,517983,0,0,0,7278.12,48,0,Orders_Product,
7546,2201,5623,Ssintship,Ssintorders,517983,0,0,0,0,0,0,Order,
7547,5623,4697,Ssintorders,Products,518028,0,0,0,425.27,9,0,Orders_Product,
7548,2202,5624,Ssintship,Ssintorders,518028,0,0,0,0,0,0,Order,
7549,5624,4833,Ssintorders,Products,518073,0,0,0,86.54,9,0,Orders_Product,
7550,2203,5625,Ssintship,Ssintorders,518073,0,0,0,0,0,0,Order,
7551,5625,4974,Ssintorders,Products,518253,0,0,0,4.16,44,0,Orders_Product,
7552,2204,5626,Ssintship,Ssintorders,518253,0,0,0,0,0,0,Order,
7553,5626,5070,Ssintorders,Products,518298,0,0,0,23.8,6,0,Orders_Product,
7554,2205,5627,Ssintship,Ssintorders,518298,0,0,0,0,0,0,Order,
7555,5627,4692,Ssintorders,Products,518343,0,0,0,6.35,7,0,Orders_Product,
7556,2206,5628,Ssintship,Ssintorders,518343,0,0,0,0,0,0,Order,
7557,5628,4743,Ssintorders,Products,518388,0,0,0,5.75,24,0,Orders_Product,
7558,2207,5629,Ssintship,Ssintorders,518388,0,0,0,0,0,0,Order,
7559,5629,4714,Ssintorders,Products,518433,0,0,0,136.7,5,0,Orders_Product,
7560,2208,5630,Ssintship,Ssintorders,518433,0,0,0,0,0,0,Order,
7561,5630,4833,Ssintorders,Products,518478,0,0,0,86.54,9,0,Orders_Product,
7562,2209,5631,Ssintship,Ssintorders,518478,0,0,0,0,0,0,Order,
7563,5631,4766,Ssintorders,Products,518523,0,0,0,103.33,25,0,Orders_Product,
7564,2210,5632,Ssintship,Ssintorders,518523,0,0,0,0,0,0,Order,
7565,5632,4987,Ssintorders,Products,518738,0,0,0,3837.72,16,0,Orders_Product,
7566,2211,5633,Ssintship,Ssintorders,518738,0,0,0,0,0,0,Order,
7567,5633,5180,Ssintorders,Products,518953,0,0,0,8738.71,24,0,Orders_Product,
7568,2212,5634,Ssintship,Ssintorders,518953,0,0,0,0,0,0,Order,
7569,5634,4690,Ssintorders,Products,518998,0,0,0,47.14,7,0,Orders_Product,
7570,2213,5635,Ssintship,Ssintorders,518998,0,0,0,0,0,0,Order,
7571,5635,5122,Ssintorders,Products,519348,0,0,0,5186.79,36,0,Orders_Product,
7572,2214,5636,Ssintship,Ssintorders,519348,0,0,0,0,0,0,Order,
7573,5636,4710,Ssintorders,Products,519563,0,0,0,2613.16,23,0,Orders_Product,
7574,2215,5637,Ssintship,Ssintorders,519563,0,0,0,0,0,0,Order,
7575,5637,4784,Ssintorders,Products,519913,0,0,0,7278.12,48,0,Orders_Product,
7576,2216,5638,Ssintship,Ssintorders,519913,0,0,0,0,0,0,Order,
7577,5638,4697,Ssintorders,Products,519958,0,0,0,425.27,9,0,Orders_Product,
7578,2217,5639,Ssintship,Ssintorders,519958,0,0,0,0,0,0,Order,
7579,5639,5177,Ssintorders,Products,520138,0,0,0,5.41,27,0,Orders_Product,
7580,2218,5640,Ssintship,Ssintorders,520138,0,0,0,0,0,0,Order,
7581,5640,5117,Ssintorders,Products,520488,0,0,0,2005.87,33,0,Orders_Product,
7582,2219,5641,Ssintship,Ssintorders,520488,0,0,0,0,0,0,Order,
7583,5641,4781,Ssintorders,Products,520533,0,0,0,616.92,19,0,Orders_Product,
