,warehouse_id,country,city_name,capacity (NA),product_types,Operations Expenses,Rental price
886,9042,Mali,Koulikoro,686790,"['R', 'E', 'B']",0.77,2.57
887,9043,Central African Republic,Haut-Mbomou,176236,"['O', 'K', 'D', 'J', 'V', 'I', 'N']",0.8,1.83
888,9054,Virgin Islands ,Unknown,388791,"['P', 'H', 'D', 'G']",0.99,2.0
889,9060,Libya,Surt,851601,"['I', 'X', 'S', 'N', 'A', 'Y']",0.65,1.98
890,9065,Latvia,Grobiņas novads,789953,"['Z', 'T', 'L', 'J', 'I']",0.63,2.4
891,9077,Niger,Diffa,453678,"['K', 'I', 'P', 'M', 'C']",0.54,2.28
892,9084,"Virgin Islands, U.S.",Unknown,339962,"['A', 'L', 'R']",0.55,2.02
893,9091,Saint Lucia,Vieux Fort,815740,"['N', 'I', 'E', 'C']",0.63,2.17
894,9111,Uzbekistan,Surxondaryo,816639,['V'],0.59,2.71
895,9115,Benin,Mono,242397,"['Q', 'J', 'T', 'E', 'Z', 'K', 'W']",0.86,2.58
896,9133,New Caledonia,Unknown,426822,"['Z', 'Y', 'P', 'W']",0.81,2.29
897,9167,"Palestine, State of",Jerusalem,846070,"['H', 'E', 'K', 'B', 'X']",0.57,2.63
898,9168,Trinidad and Tobago,San Juan-Laventille,805963,"['G', 'Y', 'S', 'L', 'J', 'I']",0.91,2.81
899,9174,Oman,Az̧ Z̧āhirah,638187,"['Q', 'D', 'K']",0.99,2.9
900,9184,Tajikistan,nohiyahoi tobei jumhurí,433215,"['O', 'K', 'T', 'J', 'C']",0.67,2.67
901,9190,Sint Maarten (Dutch part),Unknown,592201,"['S', 'R', 'Y', 'Q', 'T']",0.54,2.77
902,9215,Qatar,Ad Dawḩah,245788,"['P', 'M', 'Q']",0.56,2.07
903,9224,Bahamas,Spanish Wells,137555,"['E', 'Q', 'J', 'H', 'G', 'M', 'T']",0.93,2.97
904,9228,Canada,Manitoba,202111,"['A', 'C', 'R', 'O', 'G']",0.78,2.91
905,9233,Macao,Unknown,461381,"['A', 'T', 'S', 'D', 'W']",0.78,2.34
906,9235,Senegal,Ziguinchor,512479,"['N', 'X', 'J', 'S', 'G', 'O', 'U']",0.97,1.87
907,9241,Philippines,Cagayan Valley (Region II),936405,"['D', 'K', 'E']",0.96,2.23
908,9247,United States,Oklahoma,587166,['D'],0.54,2.71
909,9272,Azerbaijan,Goranboy,387588,"['F', 'A', 'Y', 'T', 'C', 'U']",0.89,2.43
910,9277,United Kingdom,Croydon,627546,"['C', 'G', 'W', 'E', 'U', 'N', 'A']",0.91,2.35
911,2161,Iraq,Şalāḩ ad Dīn,269268,"['J', 'X']",0.5,2.03
912,9292,Cook Islands,Unknown,596535,"['F', 'N', 'J', 'C', 'R', 'K']",0.61,1.99
913,9300,Estonia,Väike-Maarja,219526,['V'],0.93,2.64
914,9304,Qatar,Ad Dawḩah,551640,"['I', 'Q']",0.57,1.76
915,9313,Barbados,Saint James,165153,"['H', 'C', 'U', 'E']",0.98,2.72
916,9319,Netherlands,Sint Maarten,905416,"['F', 'U', 'D']",0.92,2.2
917,1817,Viet Nam,Yên Bái,217476,"['F', 'M', 'T']",0.69,2.57
918,9334,Lebanon,Aakkâr,774817,"['T', 'U']",0.52,2.32
919,3412,Guadeloupe,Unknown,253021,"['V', 'W']",0.84,2.07
920,9349,Poland,Mazowieckie,260720,"['I', 'C']",0.93,1.88
921,9357,"Palestine, State of",North Gaza,934511,"['O', 'C', 'J', 'A']",0.53,2.2
922,9359,Province of China Taiwan,Taoyuan,120250,"['E', 'T', 'J', 'Z']",0.72,2.68
923,9988,Tajikistan,Sughd,459209,['Q'],0.98,2.48
924,9369,Dominican Republic,María Trinidad Sánchez,524661,"['M', 'B', 'R', 'X']",0.72,2.17
925,9375,Holy See (Vatican City State),Unknown,890628,"['O', 'D', 'J', 'A', 'L']",0.69,1.93
926,9376,Bosnia and Herzegovina,Republika Srpska,555817,"['L', 'C', 'M', 'F']",0.7,1.98
927,9387,Philippines,Quirino,567858,"['A', 'E', 'G', 'L']",0.78,2.11
928,9388,Virgin Islands ,Unknown,869118,['F'],0.78,2.64
929,9399,Cambodia,Banteay Mean Choăy,824459,"['F', 'W', 'C']",0.7,2.84
930,9403,Palau,Ngaraard,867584,"['S', 'X']",0.52,2.26
931,9408,Brazil,Distrito Federal,668999,"['D', 'I']",0.56,2.54
932,9423,Turkmenistan,Mary,393101,"['F', 'K', 'H']",0.89,2.29
933,9424,Belgium,Antwerpen,900513,"['D', 'N']",0.54,2.07
934,9426,Bonaire Sint Eustatius and Saba,Bonaire,405099,"['F', 'V', 'O']",0.99,1.82
935,9444,Denmark,Hovedstaden,433893,"['C', 'S', 'O', 'J', 'P', 'A', 'M']",0.53,2.84
936,6124,Bulgaria,Kyustendil,426519,"['M', 'W', 'R']",0.98,2.99
937,9451,Christmas Island,Unknown,949897,"['K', 'L', 'P', 'Z', 'F', 'D', 'N']",0.59,2.04
938,9454,Hong Kong,Unknown,955339,"['Z', 'U', 'X', 'Q', 'R']",0.56,2.08
939,9455,Bahamas,Exuma,323389,"['X', 'H', 'N']",0.61,2.16
940,9471,Nigeria,Bauchi,793827,['J'],0.94,2.88
941,9473,Russian Federation,Brjanskaja oblast,317035,"['F', 'U', 'D', 'N', 'Q']",0.77,2.19
942,9506,Bolivarian Republic of Venezuela,Nueva Esparta,807177,"['P', 'W', 'J', 'I', 'L']",0.92,2.56
943,9509,Bolivarian Republic of Venezuela,Sucre,549357,"['M', 'D', 'E']",0.69,2.24
944,9510,Eswatini,Manzini,799903,"['T', 'C', 'D', 'V', 'L']",0.98,1.86
945,9515,Isle of Man,Unknown,375389,"['O', 'Z', 'J', 'M', 'H', 'Q', 'L']",0.64,2.98
946,9557,Martinique,Unknown,227491,"['D', 'T', 'C', 'E', 'K', 'S', 'U']",0.85,1.84
947,9563,Vanuatu,Pénama,365128,"['R', 'L', 'M', 'Y', 'V']",0.9,2.7
948,9565,Guernsey,Unknown,457879,['E'],0.52,2.49
949,9582,Federated States of Micronesia,Kosrae,508562,['G'],0.66,2.19
950,9589,Anguilla,Unknown,642654,"['G', 'E']",0.63,2.5
951,9596,Dominican Republic,Distrito Nacional (Santo Domingo),883699,"['F', 'Q', 'H', 'W', 'G']",0.85,2.68
952,9603,Saint Barthélemy,Unknown,973160,"['V', 'R', 'J', 'U', 'D']",0.82,2.76
953,9610,Bulgaria,Kyustendil,852923,"['A', 'W', 'J', 'C', 'K', 'I']",0.87,2.66
954,9611,Croatia,Dubrovačko-neretvanska županija,154376,"['E', 'Y', 'D']",0.93,2.14
955,9613,Germany,Bayern,999621,['J'],0.62,1.88
956,9615,Andorra,Andorra la Vella,325326,"['I', 'J', 'D', 'K', 'G']",0.82,2.0
957,9625,Gambia,Western,486018,"['G', 'M']",0.7,2.12
958,9659,Angola,Bengo,271343,"['H', 'J', 'V', 'X', 'G', 'M']",0.69,2.49
959,9695,Grenada,Southern Grenadine Islands,306216,"['B', 'I', 'Q', 'N', 'V']",0.83,1.82
960,9717,Cocos (Keeling) Islands,Unknown,774862,['K'],0.69,2.43
961,9721,Province of China Taiwan,Keelung,979346,['C'],0.8,2.39
962,9722,Martinique,Unknown,109783,"['D', 'Y']",0.79,2.72
963,9729,Austria,Salzburg,328453,"['L', 'W', 'R', 'O']",0.96,2.66
964,9733,Algeria,El Oued,761809,"['Z', 'F', 'N', 'L', 'G', 'P', 'W']",0.61,2.48
965,9738,Uzbekistan,Jizzax,765049,"['W', 'C', 'U', 'Q', 'A']",0.74,2.22
966,9741,Dominica,Saint David,319218,"['S', 'M', 'Q', 'V']",0.81,2.03
967,9752,South Georgia and the South Sandwich Islands,Unknown,946522,"['A', 'V', 'X', 'F', 'C', 'Y', 'O']",0.88,1.78
968,9753,Cambodia,Tbong Khmum,191942,"['E', 'R']",0.69,2.0
969,9759,Turkey,Bayburt,628672,['B'],0.64,2.03
970,1011,"Bolivia, Plurinational State of",La Paz,626399,"['A', 'L', 'C', 'Q', 'U', 'E']",0.81,2.38
971,9762,New Zealand,Marlborough,107517,"['M', 'G']",0.82,2.08
972,9769,Luxembourg,Capellen,710112,"['I', 'H', 'N', 'B']",0.86,2.11
973,9772,Mozambique,Zambézia,914376,"['R', 'L', 'K', 'M', 'A']",0.81,2.71
974,9777,Eswatini,Lubombo,371901,['C'],0.66,2.41
975,9778,Eswatini,Manzini,535231,"['M', 'B', 'I', 'S', 'Z', 'O', 'V']",0.72,2.0
976,9781,Antarctica,Unknown,489385,"['O', 'Y', 'Z', 'C', 'B']",0.51,2.71
977,9784,Congo,Brazzaville,308483,"['R', 'L', 'A', 'Z']",0.77,2.69
978,9807,Equatorial Guinea,Annobon,118567,"['R', 'C', 'A', 'H', 'U', 'P', 'I']",0.64,2.87
979,9825,Antarctica,Unknown,261779,"['N', 'B', 'T', 'M', 'A', 'J', 'Y']",0.57,2.73
980,9830,Namibia,Ohangwena,883015,"['D', 'B']",0.75,2.05
981,9867,Austria,Salzburg,157220,"['D', 'L', 'S', 'U', 'F']",0.82,2.96
982,9872,Kazakhstan,Turkestankaya oblast,589685,"['H', 'P', 'F', 'V', 'R', 'T']",0.64,2.72
983,9888,Saint Martin (French part),Unknown,297511,"['D', 'N']",0.63,2.9
984,9901,Saint Helena Ascension and Tristan da Cunha,Ascension,741996,"['S', 'Y', 'N', 'F', 'K']",0.87,2.41
985,9911,Niger,Agadez,564324,"['N', 'P']",0.6,2.47
986,9924,United Republic of Tanzania,Katavi,320349,"['K', 'F', 'P', 'T', 'H', 'R']",0.65,1.78
987,9926,New Caledonia,Unknown,896112,"['B', 'S', 'W', 'I', 'M', 'A', 'K']",0.6,2.51
988,9936,American Samoa,Unknown,111594,"['S', 'D']",0.66,2.36
989,9941,Kazakhstan,Pavlodar oblysy,663101,"['N', 'Z', 'V', 'S', 'T', 'L']",0.79,2.55
990,9942,Burkina Faso,Séno,281245,"['J', 'Y', 'A', 'K', 'X']",0.52,2.3
991,9949,Russian Federation,Kirovskaja oblast,158437,"['U', 'G', 'J', 'R', 'L', 'W', 'F']",0.69,2.68
992,1010,Rwanda,City of Kigali,628883,"['P', 'F', 'M', 'C', 'K', 'B']",0.53,2.17
993,9953,Western Sahara,Unknown,270715,"['W', 'G', 'F', 'P', 'A']",0.59,2.41
994,9957,Province of China Taiwan,Chiayi,796093,['H'],0.67,2.46
995,9964,Norway,Jan Mayen (Arctic Region),918141,"['U', 'T', 'H', 'L']",0.66,1.88
996,9970,Bouvet Island,Unknown,654580,"['B', 'W']",0.74,1.91
997,9975, Plurinational State of Bolivia,Tarija,850849,"['I', 'K', 'W', 'A', 'V', 'Y', 'Z']",0.54,2.13
998,9981,Qatar,Ash Shamāl,105036,"['Q', 'A']",0.7,2.91
999,9996,Tunisia,Ben Arous,741178,"['M', 'N', 'U', 'L']",0.7,2.49
